"games_played","games_started","three_points_made","rebounds","assists_turnover_ratio","steals","blocks","true_shooting_att","true_shooting_pct","efficiency","points_off_turnovers","effective_fg_pct","height","weight","experience","age","Ratings_2k","total_fouls","Salary_pct","year","name","full_name","primary_position","All_Nba","All_Nba_team"
0.73,0.15,0.12,0.05,0.13,0.16,0.04,0.1,0.51,0.17,0.1,0.53,0.45,0.15,0,0.04,0.15,0.28,0.0346220464000955,2017,"Thunder","Terrance Ferguson","SG","0","0"
0.24,0.16,0.18,0.22,0.1,0.19,0.05,0.21,0.45,0.26,0.12,0.46,0.5,0.3,0.05,0.25,0.24,0.42,0.0254358261281852,2017,"Mavericks","Dorian Finney-Smith","PF","0","0"
0.91,0.93,0,0.56,0.05,0.49,0.28,0.38,0.58,0.59,0.3,0.63,0.7,0.52,0.19,0.25,0.59,0.6,0.43690599459784,2017,"Thunder","Steven Adams","C","0","0"
0.99,0.02,0.19,0.12,0.21,0.24,0.05,0.24,0.46,0.28,0.18,0.48,0.2,0.22,0.57,0.62,0.32,0.23,0.0285233353182626,2017,"Thunder","Raymond Felton","PG","0","0"
0.96,0.98,0.23,0.63,0.17,0.74,0.07,0.83,0.49,0.84,0.87,0.48,0.3,0.2,0.43,0.42,0.85,0.56,0.554725279951611,2017,"Thunder","Russell Westbrook","PG","1","2"
0.46,0.48,0.04,0.3,0.12,0.46,0.24,0.16,0.5,0.34,0.19,0.56,0.5,0.25,0.14,0.29,0.35,0.47,0.179968781251094,2017,"Thunder","Andre Roberson","SG","0","0"
0.37,0.07,0,0.07,0.21,0.08,0.07,0.05,0.53,0.17,0.09,0.56,0.75,0.48,0.05,0.17,0.32,0.18,0.0157710906448053,2017,"Thunder","Dakari Johnson","C","0","0"
0.87,0.43,0.1,0.2,0.13,0.15,0.18,0.16,0.53,0.29,0.12,0.55,0.65,0.4,0,0.29,0.26,0.32,0.0157710906448053,2017,"Mavericks","Maxi Kleber","PF","0","0"
0.93,0.94,0.33,0.36,0.18,0.23,0.16,0.36,0.53,0.46,0.2,0.55,0.75,0.42,0.9,0.88,0.41,0.41,0.0971419149283459,2017,"Mavericks","Dirk Nowitzki","PF","0","0"
0.83,0.7,0,0.29,0.12,0.22,0.07,0.15,0.57,0.34,0.09,0.56,0.7,0.55,0.67,0.62,0.35,0.36,0.0675368611655439,2017,"Warriors","Zaza Pachulia","C","0","0"
0.88,0,0.01,0.2,0.13,0.26,0.28,0.19,0.56,0.35,0.14,0.58,0.6,0.45,0.71,0.79,0.32,0.34,0.0285233353182626,2017,"Warriors","David West","PF","0","0"
0.35,0.07,0,0.35,0.06,0.42,0.2,0.13,0.52,0.34,0.14,0.52,0.7,0.3,0.14,0.21,0.38,0.4,0.0813437178172358,2017,"Mavericks","Nerlens Noel","C","0","0"
0.98,0.99,0.28,0.28,0.18,0.61,0.21,0.57,0.53,0.62,0.43,0.54,0.3,0.22,0.38,0.38,0.62,0.51,0.49942113767413,2017,"Pelicans","Jrue Holiday","PG","0","0"
0.13,0,0.03,0.05,0.05,0.03,0,0.08,0.4,0.13,0.07,0.38,0.55,0.34,0.29,0.46,0.32,0.07,0.0906565724231604,2017,"Thunder","Kyle Singler","SF","0","0"
0.99,0.04,0.33,0.13,0.15,0.14,0.06,0.21,0.57,0.29,0.16,0.59,0.45,0.32,0.1,0.38,0.26,0.4,0.0407476322745586,2017,"Pelicans","Darius Miller","SF","0","0"
0.83,0.05,0.11,0.21,0.13,0.21,0.06,0.16,0.5,0.28,0.18,0.5,0.35,0.33,0,0.25,0.29,0.31,0.0157710906448053,2017,"Jazz","Royce O'Neale","SF","0","0"
0.83,0.84,0.29,0.24,0.14,0.42,0.07,0.55,0.44,0.42,0.45,0.45,0.25,0.22,0,0.04,0.41,0.47,0.0624940455180336,2017,"Mavericks","Dennis Smith Jr.","PG","0","0"
0.05,0,0.3,0.05,0.2,0.08,0.05,0.19,0.56,0.26,0.17,0.59,0.4,0.17,0.24,0.42,0.32,0.29,0.00104197356237607,2017,"Pelicans","Jordan Crawford","SG","0","0"
0.99,0.26,0.3,0.19,0.2,0.31,0.03,0.32,0.5,0.36,0.28,0.52,0.15,0.09,0.1,0.25,0.29,0.39,0.0254358261281852,2017,"Mavericks","Yogi Ferrell","PG","0","0"
0.76,0.77,0.45,0.2,0.16,0.49,0.07,0.4,0.5,0.4,0.28,0.52,0.35,0.3,0.38,0.5,0.38,0.48,0.347691522895636,2017,"Mavericks","Wesley Matthews","SG","0","0"
0.11,0,0.04,0.06,0,0,0.08,0.06,0.41,0.14,0.08,0.44,0.75,0.35,0.19,0.38,0.32,0.06,0.0305816877425171,2017,"Mavericks","Jeff Withey","C","0","0"
0.02,0,0,0.19,0,0,0,0.16,0.56,0.25,0.11,0.58,0.55,0.5,0,0.21,0.32,0.14,0.010478895590139,2017,"Mavericks","Jameel Warney","PF","0","0"
0.01,0,0,0,0,0,0,0.02,0,0.09,0,0,0.65,0.4,0.48,0.5,0.32,0.2,0.116999994786615,2017,"Mavericks","Josh McRoberts","PF","0","0"
0.9,0.1,0.21,0.1,0.09,0.21,0.03,0.14,0.53,0.21,0.13,0.54,0.45,0.2,0.05,0.25,0.24,0.34,0.111240485591793,2017,"Thunder","Alex Abrines","SG","0","0"
0.94,0.95,0.41,0.36,0.08,0.24,0.17,0.55,0.47,0.45,0.42,0.48,0.5,0.39,0.67,0.62,0.44,0.55,0.510254537710836,2017,"Thunder","Carmelo Anthony","SF","0","0"
0.13,0.01,0.06,0.19,0.19,0.23,0.02,0.12,0.31,0.21,0.12,0.32,0.45,0.33,0.19,0.33,0.26,0.38,0.237865777074561,2017,"Pelicans","Solomon Hill","SF","0","0"
0.57,0.59,0.41,0.8,0.08,0.67,0.43,0.74,0.54,0.85,0.59,0.53,0.65,0.55,0.29,0.38,0.76,0.83,0.351185518185822,2017,"Pelicans","DeMarcus Cousins","C","0","0"
0.89,0.02,0.16,0.11,0.15,0.18,0.04,0.24,0.49,0.27,0.16,0.51,0.3,0.07,0.19,0.33,0.24,0.33,0.0285233353182626,2017,"Pelicans","Ian Clark","SG","0","0"
0.78,0.77,0.14,0.25,0.27,0.44,0.04,0.27,0.48,0.48,0.19,0.52,0.2,0.1,0.52,0.54,0.44,0.39,0.0640831975106085,2017,"Pelicans","Rajon Rondo","PG","0","0"
0.02,0,0,0.08,0,0,0,0.05,0.23,0.13,0,0.25,0.6,0.32,0.52,0.54,0.32,0.2,0.0267451263546669,2017,"Pelicans","Josh Smith","PF","0","0"
0.62,0,0,0.25,0.05,0.08,0.11,0.13,0.57,0.29,0.11,0.58,0.55,0.3,0.1,0.12,0.24,0.32,0.0254358261281852,2017,"Pelicans","Cheick Diallo","C","0","0"
0.1,0.04,0.19,0.17,0.28,0.4,0.06,0.29,0.36,0.24,0.13,0.34,0.45,0.25,0.14,0.17,0.32,0.61,0.00168860207506701,2017,"Mavericks","Aaron Harrison","SG","0","0"
0.3,0.23,0,0.29,0.05,0.12,0.26,0.14,0.51,0.3,0.1,0.5,0.65,0.48,0.48,0.71,0.26,0.24,0.0114231886837201,2017,"Pelicans","Emeka Okafor","C","0","0"
0.93,0.94,0.29,0.38,0.1,0.26,0.05,0.6,0.5,0.52,0.41,0.49,0.55,0.32,0.24,0.29,0.53,0.25,0.44935345734301,2017,"Mavericks","Harrison Barnes","SF","0","0"
0.99,0.98,0.29,0.18,0.14,0.39,0.04,0.36,0.55,0.41,0.37,0.58,0.3,0.15,0.29,0.42,0.32,0.46,0.164134900171477,2017,"Pelicans","E'Twaun Moore","SG","0","0"
0.96,0.57,0.26,0.22,0.1,0.32,0.07,0.31,0.49,0.33,0.29,0.49,0.45,0.38,0.24,0.38,0.35,0.48,0.132069752782578,2017,"Cavaliers","Jae Crowder","SF","0","0"
0.04,0,0,0.05,0,0,0,0.02,0,0.11,0,0,0.55,0.17,0.05,0.25,0.32,0,0.0254358261281852,2017,"Hawks","Nicolas Brussino","SF","0","0"
0.9,0.91,0.14,0.69,0.08,0.62,0.7,0.78,0.57,0.93,0.71,0.55,0.65,0.47,0.24,0.25,0.88,0.45,0.462256119180718,2017,"Pelicans","Anthony Davis","PF","1","1"
0,0,0,0.06,0,0,0,0.03,0.93,0.15,0,1,0.6,0.2,0.33,0.46,0.32,0.2,0.0285233353182626,2017,"Hawks","Jeremy Evans","SF","0","0"
0.46,0.01,0.15,0.2,0.15,0.09,0.03,0.14,0.53,0.26,0.07,0.55,0.6,0.39,0,0.21,0.24,0.32,0.0131323049279128,2017,"Hawks","Tyler Cavanaugh","PF","0","0"
0.3,0.04,0.08,0.17,0.08,0.33,0.12,0.19,0.44,0.25,0.2,0.46,0.4,0.25,0.05,0.21,0.18,0.3,0.0316981000760185,2017,"Hawks","DeAndre' Bembry","SG","0","0"
0.74,0.56,0.15,0.49,0.08,0.26,0.22,0.28,0.56,0.49,0.26,0.58,0.75,0.42,0.19,0.42,0.38,0.54,0.139923784527771,2017,"Hawks","Dewayne Dedmon","C","0","0"
0.8,0.82,0.21,0.19,0.18,0.43,0.02,0.64,0.48,0.52,0.62,0.47,0.3,0.06,0.19,0.25,0.5,0.46,0.301328110743783,2017,"Hawks","Dennis Schroder","PG","0","0"
0.67,0.06,0.24,0.15,0.16,0.12,0.02,0.25,0.46,0.25,0.16,0.47,0.4,0.12,0,0.12,0.18,0.23,0.0267121065298579,2017,"Hawks","Tyler Dorsey","SG","0","0"
0.8,0.11,0.06,0.09,0.19,0.21,0.04,0.23,0.46,0.26,0.18,0.44,0.3,0.05,0.1,0.21,0.32,0.36,0.0299539804839717,2017,"Hawks","Isaiah Taylor","PG","0","0"
0.63,0.09,0.22,0.27,0.09,0.23,0.14,0.22,0.55,0.35,0.16,0.56,0.65,0.4,0.19,0.33,0.29,0.31,0.0971419149283459,2017,"Hawks","Mike Muscala","C","0","0"
0.66,0.43,0,0.26,0.05,0.12,0.15,0.13,0.53,0.28,0.12,0.58,0.7,0.44,0.29,0.46,0.18,0.3,0.242989197653658,2017,"Hawks","Miles Plumlee","C","0","0"
0.99,1,0.4,0.3,0.09,0.42,0.14,0.44,0.51,0.44,0.35,0.52,0.5,0.29,0.05,0.21,0.44,0.43,0.0490480928290216,2017,"Hawks","Taurean Prince","SF","0","0"
0.06,0,0.06,0.17,0.09,0.13,0.05,0.18,0.41,0.22,0.08,0.44,0.4,0.12,0,0.17,0.06,0.07,0.0267121065298579,2017,"Hawks","Jaylen Morris","SG","0","0"
0.78,0.79,0.31,0.24,0.11,0.62,0.19,0.4,0.51,0.43,0.51,0.5,0.35,0.17,0.29,0.42,0.38,0.49,0.351691841612531,2017,"Hawks","Kent Bazemore","SG","0","0"
0.89,0.32,0.04,0.46,0.07,0.26,0.29,0.29,0.58,0.49,0.36,0.59,0.6,0.38,0.1,0.08,0.44,0.6,0.0446190025472193,2017,"Hawks","John Collins","PF","0","0"
0.68,0.12,0.06,0.09,0.15,0.3,0.05,0.14,0.44,0.22,0.16,0.45,0.5,0.1,0.05,0.12,0.24,0.24,0.0254358261281852,2017,"Warriors","Patrick McCaw","SF","0","0"
0.77,0.09,0.1,0.24,0.24,0.34,0.16,0.19,0.5,0.36,0.19,0.51,0.45,0.28,0.62,0.62,0.38,0.33,0.288003794688564,2017,"Warriors","Andre Iguodala","SG","0","0"
0.83,0.13,0.31,0.18,0.23,0.21,0.01,0.36,0.51,0.44,0.36,0.52,0.05,0.1,0.57,0.62,0.32,0.26,0.0758268207156507,2017,"Mavericks","J.J. Barea","PG","0","0"
0.45,0.45,0.19,0.4,0.11,0.42,0.32,0.45,0.51,0.52,0.34,0.51,0.5,0.48,0.52,0.58,0.53,0.54,0.60798137634615,2017,"Nuggets","Paul Millsap","PF","0","0"
0.54,0.44,0.37,0.18,0.17,0.21,0.03,0.29,0.52,0.37,0.14,0.54,0.4,0.18,0,0.5,0.29,0.47,0.116588219291721,2017,"Clippers","Milos Teodosic","PG","0","0"
0.78,0.21,0,0.16,0.09,0.13,0.24,0.13,0.59,0.28,0.13,0.62,0.75,0.55,0.43,0.46,0.38,0.29,0.0285233353182626,2017,"Warriors","JaVale McGee","C","0","0"
0.29,0.09,0.05,0.09,0.09,0.11,0.04,0.28,0.47,0.25,0.21,0.45,0.25,0.2,0.38,0.46,0.32,0.13,0.00556831481229958,2017,"Cavaliers","Derrick Rose","PG","0","0"
0.8,0.73,0.24,0.17,0.16,0.37,0.11,0.29,0.54,0.37,0.21,0.54,0.35,0.14,0.43,0.54,0.35,0.39,0.369390176015595,2017,"Cavaliers","George Hill","PG","0","0"
0.13,0,0.05,0.11,0.05,0.1,0.09,0.1,0.32,0.17,0.1,0.3,0.6,0.29,0.14,0.17,0.06,0.14,0.047577660524585,2017,"Raptors","Bruno Caboclo","SF","0","0"
0.3,0.05,0.09,0.08,0.1,0.15,0.01,0.13,0.41,0.17,0.14,0.4,0.45,0.22,0.05,0.12,0.15,0.21,0.0304286453271774,2017,"Raptors","Malachi Richardson","SG","0","0"
0.24,0.01,0.1,0.19,0.07,0.38,0.05,0.2,0.47,0.28,0.24,0.48,0.5,0.29,0.05,0.17,0.21,0.33,0.0299539804839717,2017,"Rockets","Troy Williams","SG","0","0"
0.66,0.05,0.14,0.2,0.13,0.13,0.04,0.24,0.45,0.28,0.15,0.46,0.5,0.4,0.81,0.75,0.32,0.25,0.00912473273949104,2017,"Rockets","Joe Johnson","SG","0","0"
0.16,0.07,0.09,0.18,0.08,0.26,0.08,0.16,0.45,0.24,0,0.44,0.4,0.26,0.24,0.38,0.26,0.32,0.200928377573723,2017,"Cavaliers","Iman Shumpert","SG","0","0"
0.76,0.77,0.09,0.27,0.18,0.53,0.1,0.4,0.5,0.5,0.29,0.52,0.3,0.17,0.24,0.21,0.38,0.49,0.0647120909937201,2017,"Magic","Elfrid Payton","PG","0","0"
0.62,0.01,0.17,0.11,0.11,0.1,0.02,0.21,0.46,0.22,0.14,0.44,0.35,0.26,0.14,0.38,0.32,0.13,0.0398697483103784,2017,"Nets","Sean Kilpatrick","SG","0","0"
0.33,0,0.09,0.05,0.18,0.07,0.03,0.07,0.48,0.16,0.09,0.51,0.45,0.25,0.14,0.12,0.32,0.11,0.0366452399060611,2017,"Nets","Rashad Vaughn","SG","0","0"
0.06,0.05,0.13,0.11,0.15,0.07,0.05,0.1,0.54,0.2,0.22,0.56,0.55,0.22,0.05,0.29,0.32,0.2,0.0299539804839717,2017,"Cavaliers","Okaro White","SF","0","0"
0.95,0.29,0.07,0.35,0.12,0.34,0.11,0.22,0.61,0.42,0.16,0.63,0.65,0.4,0.14,0.33,0.35,0.49,0.174987902082981,2017,"Mavericks","Dwight Powell","C","0","0"
0.2,0,0.03,0.05,0.06,0.17,0.08,0.05,0.4,0.14,0,0.4,0.4,0.17,0,0.21,0.06,0.28,0.0267121065298579,2017,"Hawks","Antonius Cleveland","SG","0","0"
0.79,0.41,0.03,0.29,0.08,0.09,0.14,0.19,0.56,0.34,0.13,0.58,0.75,0.47,0.29,0.38,0.35,0.39,0.037518398418281,2017,"Nets","Tyler Zeller","C","0","0"
0.1,0,0.08,0.15,0.17,0.09,0.09,0.13,0.56,0.19,0.15,0.59,0.5,0.47,0,0.17,0.32,0.18,0.000985695957548463,2017,"Lakers","Nigel Hayes","SF","0","0"
0.79,0.32,0.01,0.43,0.14,0.54,0.16,0.24,0.56,0.47,0.26,0.58,0.5,0.42,0.1,0.25,0.38,0.54,0.0441000001300652,2017,"Lakers","Larry Nance Jr.","PF","0","0"
0.38,0.18,0.32,0.13,0.12,0.19,0.02,0.51,0.47,0.38,0.38,0.44,0,0.12,0.29,0.42,0.47,0.44,0.121671386020785,2017,"Lakers","Isaiah Thomas","PG","0","0"
0.33,0.01,0,0.21,0.12,0.19,0.25,0.14,0.55,0.3,0.13,0.58,0.65,0.38,0.43,0.5,0.32,0.23,0.00944804699583651,2017,"Rockets","Brandan Wright","PF","0","0"
0.79,0.05,0,0.2,0.1,0.21,0.23,0.12,0.55,0.28,0.1,0.58,0.6,0.31,0.1,0.12,0.21,0.33,0.0285233353182626,2017,"Warriors","Kevon Looney","PF","0","0"
0.39,0.22,0.26,0.16,0.21,0.15,0.01,0.27,0.55,0.35,0.33,0.58,0.2,0.1,0,0.25,0.29,0.37,0.0299539804839717,2017,"Warriors","Quinn Cook","PG","0","0"
0.55,0.56,0.3,0.16,0.07,0.45,0.05,0.49,0.46,0.34,0.48,0.48,0.3,0.1,0.33,0.33,0.38,0.41,0.171212674339093,2017,"Pistons","Avery Bradley","SG","0","0"
0.98,0.05,0.21,0.15,0.11,0.09,0.05,0.23,0.54,0.29,0.19,0.56,0.5,0.32,0.14,0.29,0.26,0.31,0.0639858493109655,2017,"Knicks","Doug McDermott","SF","0","0"
0.17,0,0,0.06,0.04,0.03,0.05,0.05,0.48,0.15,0.05,0.5,0.7,0.42,0.05,0.17,0.15,0.19,0.0254358261281852,2017,"Warriors","Damian Jones","C","0","0"
0.98,0.02,0.26,0.17,0.13,0.29,0.02,0.44,0.5,0.39,0.36,0.51,0.35,0.17,0.14,0.29,0.35,0.28,0.242989197653658,2017,"Lakers","Jordan Clarkson","SG","0","0"
0.84,0.85,0.21,0.48,0.19,0.54,0.35,0.34,0.52,0.61,0.3,0.52,0.45,0.35,0.29,0.38,0.68,0.58,0.339628871197233,2017,"Warriors","Draymond Green","PF","0","0"
0.61,0.62,0.78,0.32,0.16,0.63,0.04,0.67,0.63,0.78,0.72,0.62,0.3,0.12,0.43,0.46,0.91,0.47,0.728313610381278,2017,"Warriors","Stephen Curry","PG","1","3"
0.85,0.09,0,0.12,0.19,0.2,0.08,0.18,0.49,0.27,0.16,0.5,0.5,0.16,0.57,0.58,0.32,0.34,0.149497355736295,2017,"Warriors","Shaun Livingston","PG","0","0"
0.96,0.1,0.29,0.1,0.07,0.19,0.02,0.22,0.52,0.24,0.16,0.54,0.5,0.25,0.48,0.58,0.29,0.27,0.100875605366114,2017,"Warriors","Nick Young","SG","0","0"
0.88,0.89,0.59,0.24,0.11,0.3,0.13,0.57,0.56,0.53,0.42,0.59,0.45,0.28,0.24,0.38,0.74,0.33,0.346563131638647,2017,"Warriors","Klay Thompson","SG","0","0"
0.68,0.16,0,0.23,0.15,0.25,0.27,0.12,0.59,0.33,0.14,0.63,0.55,0.28,0,0.17,0.38,0.33,0.0267121065298579,2017,"Warriors","Jordan Bell","PF","0","0"
0.5,0.06,0.01,0.18,0.03,0.08,0.14,0.12,0.64,0.26,0.13,0.69,0.7,0.42,0.1,0.38,0.32,0.28,0.0285233353182626,2017,"Pistons","Willie Reed","C","0","0"
0.63,0.01,0.14,0.16,0.14,0.14,0.07,0.14,0.56,0.26,0.1,0.58,0.75,0.48,0.52,0.67,0.29,0.27,0.144219706517293,2017,"Lakers","Channing Frye","PF","0","0"
0.63,0.09,0.04,0.24,0.11,0.14,0.1,0.15,0.59,0.31,0.22,0.6,0.6,0.32,0.43,0.46,0.32,0.28,0.0285233353182626,2017,"Warriors","Omri Casspi","SF","0","0"
0.96,0.98,0.43,0.34,0.14,0.36,0.12,0.56,0.52,0.55,0.48,0.54,0.55,0.33,0.29,0.29,0.53,0.43,0.31105126292547,2017,"Pistons","Tobias Harris","PF","0","0"
0.83,0.37,0.59,0.15,0.09,0.26,0.11,0.53,0.54,0.43,0.36,0.54,0.3,0.28,0.48,0.42,0.5,0.35,0.25160429941272,2017,"Rockets","Eric Gordon","SG","0","0"
0.46,0.01,0,0.23,0.05,0.1,0.08,0.17,0.57,0.29,0.09,0.54,0.95,0.65,0.1,0.46,0.32,0.27,0.136034523655096,2017,"Pistons","Boban Marjanovic","C","0","0"
0.8,0.79,0.44,0.16,0.13,0.73,0.06,0.5,0.55,0.5,0.56,0.57,0.35,0.25,0.14,0.21,0.56,0.37,0.0494995387848173,2017,"Nuggets","Gary Harris","SG","0","0"
0.66,0.17,0.46,0.46,0.1,0.32,0.19,0.46,0.54,0.54,0.31,0.55,0.65,0.45,0.14,0.33,0.44,0.41,0.242989197653658,2017,"Bulls","Nikola Mirotic","PF","0","0"
0.21,0,0,0.16,0.03,0.04,0.06,0.05,0.37,0.17,0.03,0.41,0.75,0.48,0.33,0.54,0.12,0.23,0.219391418449572,2017,"Bulls","Omer Asik","C","0","0"
0.26,0,0.03,0.13,0.04,0.2,0.04,0.16,0.48,0.21,0.15,0.5,0.35,0.26,0.62,0.71,0.32,0.47,0.0285233353182626,2017,"Bulls","Tony Allen","SF","0","0"
0.21,0,0,0.11,0.05,0.2,0.09,0.08,0.51,0.19,0.1,0.53,0.65,0.35,0.05,0.21,0.32,0.15,0.0257965356278215,2017,"Grizzlies","Brice Johnson","PF","0","0"
0.85,0.01,0.21,0.11,0.16,0.27,0.05,0.25,0.52,0.3,0.21,0.5,0.3,0.12,0.62,0.67,0.24,0.47,0.0855236426012301,2017,"Nuggets","Devin Harris","PG","0","0"
0.77,0.17,0.14,0.15,0.14,0.26,0.05,0.31,0.44,0.29,0.19,0.44,0.3,0.2,0.14,0.12,0.29,0.26,0.0834221582738977,2017,"Nuggets","Emmanuel Mudiay","PG","0","0"
0.2,0,0,0.14,0.08,0.1,0.1,0.08,0.42,0.19,0.02,0.45,0.8,0.4,0.1,0.08,0.32,0.15,0.0035156796015279,2017,"Trail Blazers","Georgios Papagiannis","C","0","0"
0.89,0.9,0.31,0.24,0.13,0.81,0.15,0.52,0.54,0.56,0.64,0.54,0.2,0.27,0.33,0.38,0.5,0.52,0.291604958562095,2017,"Suns","Eric Bledsoe","PG","0","0"
0.7,0.05,0.06,0.08,0.19,0.26,0.07,0.06,0.44,0.18,0.04,0.48,0.45,0.24,0.24,0.46,0.32,0.29,0.0113471536336593,2017,"Bucks","DeAndre Liggins","SG","0","0"
0.57,0.01,0.02,0.24,0.08,0.15,0.09,0.14,0.56,0.29,0.11,0.57,0.7,0.45,0.05,0.21,0.35,0.28,0.0299539804839717,2017,"Hornets","Willy Hernangomez","C","0","0"
0.57,0.05,0.06,0.11,0.17,0.3,0.04,0.2,0.39,0.22,0.16,0.38,0.15,0.15,0,0.12,0.15,0.41,0.0157710906448053,2017,"Clippers","Jawun Evans","PG","0","0"
0.89,0.49,0.15,0.18,0.09,0.42,0.23,0.18,0.47,0.28,0.15,0.49,0.5,0.28,0.33,0.5,0.18,0.4,0.114298611415977,2017,"Clippers","Wesley Johnson","SF","0","0"
0.21,0,0.02,0.08,0.02,0.04,0.21,0.07,0.27,0.13,0.01,0.22,0.8,0.25,0,0.12,0.06,0.16,0.0157710906448053,2017,"Rockets","Zhou Qi","PF","0","0"
0,0,0,0.25,0.03,0,0,0.17,0.37,0.18,0.33,0.4,0.65,0.42,0.1,0.08,0.15,0.82,0.0254358261281852,2017,"Rockets","Chinanu Onuaku","C","0","0"
0.93,0.45,0.35,0.32,0.19,0.34,0.04,0.33,0.49,0.41,0.27,0.52,0.35,0.3,0,0.21,0.29,0.49,0.0442596348425842,2017,"Bulls","Denzel Valentine","SG","0","0"
0.65,0.15,0.13,0.15,0.08,0.15,0.08,0.15,0.41,0.21,0.08,0.42,0.55,0.33,0.05,0.21,0.32,0.33,0.0254358261281852,2017,"Bulls","Paul Zipser","SF","0","0"
0.66,0.2,0,0.27,0.08,0.12,0.05,0.16,0.57,0.31,0.16,0.59,0.7,0.55,0.1,0.29,0.21,0.39,0.164639648447533,2017,"Bulls","Cristiano Felicio","C","0","0"
0.82,0.83,0.4,0.47,0.07,0.23,0.16,0.47,0.51,0.51,0.35,0.52,0.75,0.4,0,0.08,0.53,0.31,0.0881211632602636,2017,"Bulls","Lauri Markkanen","PF","0","0"
0.88,0.05,0.21,0.43,0.09,0.27,0.09,0.41,0.51,0.47,0.35,0.52,0.65,0.45,0.1,0.17,0.44,0.38,0.0484162046150381,2017,"Bulls","Bobby Portis","PF","0","0"
0.89,0.32,0.15,0.14,0.3,0.34,0.03,0.27,0.49,0.36,0.14,0.48,0.35,0.22,0.14,0.25,0.29,0.36,0.0512352964659878,2017,"Bulls","Jerian Grant","SG","0","0"
0.77,0.78,0.01,0.28,0.09,0.09,0.23,0.37,0.51,0.42,0.19,0.53,0.75,0.6,0.43,0.46,0.38,0.39,0.279115569584718,2017,"Bulls","Robin Lopez","C","0","0"
0.27,0.01,0.02,0.07,0.06,0.14,0.02,0.08,0.37,0.15,0.12,0.32,0.5,0.35,0.24,0.46,0.24,0.22,0.0748551083329172,2017,"Bulls","Quincy Pondexter","SF","0","0"
0.29,0.17,0.26,0.17,0.24,0.42,0.1,0.3,0.46,0.37,0.18,0.49,0.2,0.12,0.1,0.21,0.21,0.37,0.0633694014626465,2017,"Bulls","Cameron Payne","PG","0","0"
0.02,0,0.06,0.13,0.33,0.54,0,0.21,0.28,0.23,0.17,0.28,0.25,0.14,0.1,0.25,0.32,0.34,0.00135303664697261,2017,"Grizzlies","Marquis Teague","PG","0","0"
0.88,0.44,0.09,0.27,0.07,0.21,0.18,0.26,0.48,0.33,0.27,0.48,0.65,0.4,0.1,0.21,0.26,0.59,0.0285233353182626,2017,"Grizzlies","Jarell Martin","PF","0","0"
0.67,0.21,0.18,0.16,0.06,0.27,0.07,0.24,0.49,0.27,0.26,0.5,0.3,0.17,0.24,0.25,0.26,0.52,0.101031175801021,2017,"Grizzlies","Ben McLemore","SG","0","0"
0.66,0.66,0.15,0.53,0.08,0.23,0.12,0.33,0.49,0.46,0.29,0.5,0.55,0.34,0.14,0.38,0.32,0.58,0.165852183863503,2017,"Grizzlies","JaMychal Green","PF","0","0"
0.99,0.41,0.26,0.35,0.08,0.38,0.09,0.19,0.5,0.34,0.19,0.52,0.4,0.42,0.33,0.58,0.32,0.53,0.14750852385014,2017,"Rockets","P.J. Tucker","SF","0","0"
0.89,0.9,0,0.68,0.05,0.31,0.5,0.36,0.6,0.66,0.32,0.65,0.65,0.4,0.14,0.21,0.59,0.51,0.0453083351442922,2017,"Rockets","Clint Capela","C","0","0"
0.43,0.1,0.27,0.16,0.15,0.2,0.08,0.23,0.54,0.31,0.2,0.57,0.6,0.35,0.29,0.42,0.32,0.3,0.44935345734301,2017,"Grizzlies","Chandler Parsons","SF","0","0"
0.73,0.18,0.19,0.19,0.06,0.48,0.11,0.22,0.55,0.31,0.2,0.57,0.55,0.35,0.38,0.54,0.32,0.34,0.0285233353182626,2017,"Rockets","Luc Mbah a Moute","PF","0","0"
0.98,0.06,0.07,0.28,0.18,0.31,0.14,0.23,0.51,0.37,0.27,0.54,0.6,0.35,0.05,0.21,0.38,0.42,0.0299539804839717,2017,"Raptors","Pascal Siakam","PF","0","0"
0.96,0.98,0.21,0.25,0.18,0.43,0.08,0.71,0.51,0.61,0.6,0.49,0.45,0.3,0.38,0.42,0.74,0.41,0.539350389993883,2017,"Raptors","DeMar DeRozan","SG","1","2"
0.87,0.22,0.08,0.13,0.1,0.44,0.05,0.17,0.49,0.25,0.2,0.49,0.6,0.13,0.52,0.54,0.26,0.4,0.147301051228887,2017,"Lakers","Corey Brewer","SG","0","0"
0.62,0.52,0.16,0.27,0.16,0.81,0.14,0.47,0.45,0.49,0.37,0.46,0.3,0.22,0.05,0.21,0.41,0.69,0.0819932438292769,2017,"Bulls","Kris Dunn","PG","0","0"
0.94,0.95,0.57,0.35,0.23,0.44,0.07,0.46,0.55,0.61,0.36,0.55,0.15,0.18,0.52,0.54,0.62,0.53,0.606635089248769,2017,"Raptors","Kyle Lowry","PG","0","0"
0.89,0.76,0.19,0.16,0.09,0.28,0.05,0.17,0.54,0.27,0.19,0.58,0.5,0.36,0.05,0.08,0.35,0.36,0.0394665097430995,2017,"Raptors","OG Anunoby","SF","0","0"
0.93,0.94,0.07,0.54,0.05,0.15,0.24,0.35,0.58,0.54,0.16,0.59,0.7,0.52,0.24,0.29,0.53,0.52,0.321539160472552,2017,"Raptors","Jonas Valanciunas","C","0","0"
