"games_played","games_started","three_points_made","rebounds","assists_turnover_ratio","steals","blocks","true_shooting_att","true_shooting_pct","efficiency","points_off_turnovers","effective_fg_pct","height","weight","experience","age","Ratings_2k","total_fouls","Salary_pct","year","name","full_name","primary_position","All_Nba","All_Nba_team"
0.82,0.24,0.22,0.21,0.21,0.26,0.24,0.32,0.55,0.44,0.2,0.53,0.35,0.15,0.1,0.29,0.44,0.46,0.0343059934301476,2019,"Spurs","Derrick White","SG","0","0"
0.79,0.01,0.44,0.1,0.17,0.32,0.02,0.33,0.55,0.34,0.3,0.56,0.2,0.1,0.48,0.54,0.32,0.33,0.219351155630614,2019,"Spurs","Patty Mills","PG","0","0"
0.74,0.68,0.01,0.27,0.09,0.18,0.13,0.17,0.57,0.33,0.13,0.59,0.6,0.36,0.48,0.67,0.38,0.41,0.158815778346208,2019,"Knicks","Taj Gibson","C","0","0"
0.52,0.46,0,0.51,0.06,0.38,0.35,0.31,0.63,0.58,0.37,0.65,0.65,0.38,0.19,0.29,0.41,0.8,0.084077278824137,2019,"Kings","Richaun Holmes","PF","0","0"
0.2,0.01,0.14,0.21,0.09,0.33,0.03,0.22,0.66,0.37,0.2,0.67,0.4,0.3,0,0.04,0.35,0.34,0.0343504869380133,2019,"Spurs","Keldon Johnson","SF","0","0"
0.66,0.33,0.01,0.23,0.1,0.19,0.2,0.13,0.66,0.33,0.11,0.69,0.7,0.42,0.14,0.25,0.29,0.56,0.0406088342862521,2019,"Hawks","Damian Jones","C","0","0"
0.73,0.34,0.5,0.21,0.16,0.42,0.07,0.46,0.52,0.45,0.32,0.55,0.45,0.3,0.1,0.38,0.44,0.45,0.150506545127668,2019,"Kings","Bogdan Bogdanovic","SG","0","0"
0.43,0.01,0.02,0.22,0.1,0.12,0.05,0.1,0.6,0.26,0.09,0.63,0.65,0.48,0.24,0.25,0.29,0.23,0.0352227009414129,2019,"Timberwolves","Noah Vonleh","PF","0","0"
0.54,0.06,0.1,0.3,0.07,0.25,0.11,0.23,0.59,0.38,0.23,0.59,0.7,0.42,0.05,0.17,0.35,0.71,0.0363442198380918,2019,"Wizards","Moritz Wagner","C","0","0"
0.01,0,0,0.13,0,0,0,0.07,0.23,0.14,0,0.25,0.75,0.47,0.38,0.46,0.24,0,0.0042482629422248,2019,"Spurs","Tyler Zeller","C","0","0"
0.73,0.15,0.13,0.14,0.12,0.21,0.06,0.21,0.47,0.25,0.16,0.48,0.35,0.22,0.05,0.08,0.26,0.26,0.0474040346504295,2019,"Spurs","Lonnie Walker IV","SG","0","0"
0.76,0.76,0.44,0.13,0.15,0.21,0,0.34,0.53,0.32,0.28,0.54,0.25,0.22,0.14,0.33,0.29,0.37,0.0506718356170123,2019,"Spurs","Bryn Forbes","SG","0","0"
0.4,0.04,0.09,0.14,0.13,0.33,0.07,0.24,0.37,0.23,0.13,0.38,0.25,0.22,0.1,0.12,0.24,0.41,0.0787211079724915,2019,"Knicks","Dennis Smith Jr.","PG","0","0"
0.79,0.06,0.19,0.32,0.1,0.19,0.07,0.33,0.49,0.38,0.23,0.51,0.65,0.45,0.19,0.25,0.38,0.37,0.264752701836033,2019,"Knicks","Bobby Portis","C","0","0"
0.57,0,0.23,0.12,0.21,0.19,0.02,0.22,0.49,0.25,0.23,0.52,0.4,0.25,0.1,0.29,0.24,0.2,0.0284872313459298,2019,"Knicks","Damyean Dotson","SG","0","0"
0.54,0.44,0.06,0.29,0.26,0.63,0.1,0.36,0.44,0.49,0.26,0.46,0.3,0.17,0.29,0.29,0.38,0.42,0.141159624431238,2019,"Knicks","Elfrid Payton Jr.","PG","0","0"
0.43,0.01,0.26,0.11,0.19,0.15,0.03,0.17,0.47,0.22,0.17,0.49,0.35,0.23,0.52,0.54,0.24,0.23,0.141159624431238,2019,"Knicks","Wayne Ellington Jr.","SG","0","0"
0.73,0.09,0,0.31,0.07,0.39,0.4,0.18,0.66,0.42,0.15,0.69,0.7,0.3,0.24,0.29,0.35,0.56,0.028523320524532,2019,"Thunder","Nerlens Noel","C","0","0"
0.73,0.09,0,0.44,0.07,0.34,0.53,0.23,0.67,0.53,0.2,0.74,0.75,0.4,0.05,0.12,0.5,0.67,0.028155154403097,2019,"Knicks","Mitchell Robinson","C","0","0"
0.67,0.67,0.21,0.31,0.09,0.4,0.08,0.51,0.44,0.39,0.4,0.44,0.45,0.27,0.05,0.04,0.32,0.45,0.138333933558686,2019,"Knicks","RJ Barrett Jr.","SG","0","0"
0.77,0.78,0.19,0.61,0.08,0.32,0.09,0.62,0.5,0.61,0.46,0.49,0.55,0.45,0.24,0.25,0.47,0.59,0.317721163580945,2019,"Knicks","Julius Randle","PF","0","0"
0.87,0.32,0.15,0.16,0.24,0.3,0.08,0.21,0.48,0.32,0.17,0.48,0.3,0.2,0.38,0.42,0.26,0.38,0.211784240091121,2019,"Kings","Cory Joseph","PG","0","0"
0.11,0.01,0.13,0.11,0.08,0.16,0.05,0.12,0.47,0.19,0.07,0.48,0.4,0.23,0,0.17,0.12,0.18,0.0157710927348287,2019,"Jazz","Miye Oni","SG","0","0"
0.04,0,0,0.05,0.04,0,0,0.03,0,0.09,0,0,0.45,0.28,0,0.38,0.12,0.15,0.0157710927348287,2019,"Jazz","Stanton Kidd","SF","0","0"
0.79,0.01,0.25,0.12,0.11,0.11,0.02,0.17,0.55,0.24,0.1,0.58,0.5,0.35,0.14,0.33,0.26,0.24,0.0289610695485459,2019,"Jazz","Georges Niang","PF","0","0"
0.15,0.07,0.06,0.47,0.04,0.19,0.25,0.47,0.47,0.48,0.38,0.48,0.7,0.38,0.05,0.08,0.5,0.69,0.150978564746431,2019,"Kings","Marvin Bagley III","PF","0","0"
0.61,0.6,0.2,0.24,0.17,0.58,0.13,0.65,0.52,0.61,0.55,0.51,0.3,0.12,0.1,0.12,0.62,0.61,0.11278194761294,2019,"Kings","De'Aaron Fox","PG","0","0"
0.68,0.7,0.56,0.27,0.14,0.5,0.11,0.9,0.54,0.74,0.72,0.52,0.3,0.23,0.33,0.33,0.71,0.49,0.478268906596699,2019,"Wizards","Bradley Beal","SG","0","0"
0.87,0.88,0.27,0.31,0.14,0.24,0.05,0.43,0.53,0.46,0.39,0.52,0.55,0.32,0.33,0.38,0.41,0.26,0.426266377720167,2019,"Kings","Harrison Barnes","PF","0","0"
0.87,0.82,0.35,0.4,0.16,0.35,0.15,0.33,0.56,0.5,0.28,0.58,0.65,0.37,0.19,0.54,0.41,0.62,0.120413643581147,2019,"Kings","Nemanja Bjelica","PF","0","0"
0.79,0.22,0,0.36,0.17,0.23,0.39,0.16,0.57,0.4,0.12,0.62,0.8,0.42,0.14,0.21,0.35,0.39,0.0662072382606403,2019,"Spurs","Jakob Poeltl","C","0","0"
0.43,0,0.05,0.06,0.17,0.07,0.07,0.09,0.44,0.16,0.11,0.47,0.5,0.15,0,0.17,0.21,0.1,0.0157710927348287,2019,"Kings","Justin James","SG","0","0"
0.6,0,0.09,0.06,0.19,0.15,0.02,0.14,0.49,0.21,0.09,0.48,0.15,0.09,0.14,0.33,0.21,0.16,0.0555272779436293,2019,"Kings","Yogi Ferrell","PG","0","0"
0.87,0.54,0.7,0.29,0.1,0.37,0.07,0.58,0.53,0.5,0.48,0.54,0.35,0.3,0.14,0.33,0.5,0.48,0.0857406297721586,2019,"Kings","Buddy Hield","SG","0","0"
0.55,0.21,0,0.26,0.1,0.19,0.11,0.2,0.54,0.34,0.19,0.55,0.7,0.4,0.05,0.12,0.32,0.56,0.045442082827398,2019,"Kings","Harry Giles III","PF","0","0"
0.46,0.48,0,0.86,0.06,0.34,0.5,0.38,0.58,0.73,0.36,0.63,0.65,0.4,0.24,0.29,0.53,0.54,0.262926208025837,2019,"Rockets","Clint Capela","C","0","0"
0.78,0.05,0.19,0.18,0.1,0.14,0.12,0.23,0.44,0.25,0.18,0.44,0.5,0.28,0.05,0.08,0.24,0.33,0.0772464659975131,2019,"Knicks","Kevin Knox II","SF","0","0"
0.83,0.84,0.47,0.28,0.12,0.41,0.05,0.73,0.52,0.6,0.33,0.51,0.2,0.28,0.1,0.21,0.71,0.53,0.0641039312693655,2019,"Jazz","Donovan Mitchell","SG","0","0"
0.24,0,0.03,0.09,0.08,0.02,0.03,0.05,0.6,0.17,0.05,0.64,0.5,0.36,0,0.17,0.18,0.18,0.0130828373643509,2019,"Jazz","Juwan Morgan","PF","0","0"
0.65,0.02,0.1,0.15,0.12,0.18,0.05,0.23,0.5,0.29,0.12,0.51,0.3,0.2,0.24,0.21,0.29,0.28,0.028523320524532,2019,"Jazz","Emmanuel Mudiay","PG","0","0"
0.23,0,0.03,0.06,0.05,0.02,0.01,0.09,0.54,0.17,0.1,0.5,0.3,0.24,0,0.17,0.15,0.1,0.0101257670505177,2019,"Jazz","Rayjon Tucker","SG","0","0"
0.76,0.77,0.56,0.26,0.06,0.22,0.03,0.57,0.56,0.5,0.52,0.55,0.5,0.33,0.24,0.5,0.5,0.37,0.300065009665975,2019,"Jazz","Bojan Bogdanovic","SF","0","0"
0.7,0.04,0.01,0.29,0.06,0.1,0.15,0.12,0.63,0.32,0.06,0.68,0.65,0.44,0.1,0.12,0.32,0.41,0.0345581233080534,2019,"Jazz","Tony Bradley","C","0","0"
0.87,0.55,0.37,0.24,0.2,0.36,0.04,0.28,0.55,0.44,0.26,0.57,0.55,0.3,0.24,0.58,0.41,0.45,0.21098169727107,2019,"Jazz","Joe Ingles","SF","0","0"
0.56,0.5,0.38,0.2,0.17,0.31,0.03,0.46,0.5,0.43,0.33,0.49,0.2,0.07,0.57,0.54,0.44,0.45,0.57394063048113,2019,"Jazz","Mike Conley","PG","0","0"
0.82,0.83,0,0.84,0.06,0.3,0.54,0.37,0.65,0.76,0.32,0.69,0.8,0.49,0.29,0.38,0.68,0.68,0.410267183225501,2019,"Jazz","Rudy Gobert","C","1","3"
0.85,0.76,0.24,0.34,0.23,0.33,0.12,0.19,0.54,0.39,0.21,0.56,0.35,0.33,0.1,0.33,0.29,0.59,0.0284872313459298,2019,"Jazz","Royce O'Neale","PF","0","0"
0.11,0,0.04,0.04,0.15,0.12,0.03,0.06,0.38,0.14,0.03,0.38,0.25,0.15,0.05,0.29,0.32,0.12,0.0263946239839275,2019,"Jazz","Nigel Williams-Goss","PG","0","0"
0.72,0,0.19,0.13,0.11,0.15,0.11,0.18,0.44,0.22,0.09,0.45,0.45,0.3,1,1,0.32,0.31,0.028523320524532,2019,"Hawks","Vince Carter","SF","0","0"
0.11,0,0.28,0.15,0.09,0.16,0.16,0.36,0.48,0.32,0.17,0.49,0.3,0.28,0.38,0.38,0.26,0.43,0.00653824844884259,2019,"Lakers","Dion Waiters","SG","0","0"
0.43,0.34,0.16,0.14,0.09,0.35,0.03,0.23,0.47,0.25,0.25,0.46,0.3,0.28,0,0.08,0.29,0.55,0.00265852049987474,2019,"Thunder","Luguentz Dort","SG","0","0"
0.34,0.01,0.08,0.09,0.09,0.15,0.11,0.17,0.38,0.19,0.1,0.36,0.35,0.25,0.1,0.17,0.21,0.29,0.0339140268132352,2019,"Timberwolves","Jacob Evans III","SG","0","0"
0.59,0.04,0.16,0.28,0.07,0.27,0.13,0.23,0.51,0.33,0.17,0.5,0.55,0.42,0.05,0.17,0.29,0.27,0.0334182420113029,2019,"Timberwolves","Omari Spellman","PF","0","0"
0.33,0.01,0,0.23,0.07,0.16,0.09,0.06,0.45,0.23,0.06,0.48,0.6,0.29,0.43,0.5,0.24,0.45,0.084077278824137,2019,"Jazz","Ed Davis","C","0","0"
0.65,0.66,0.38,0.32,0.12,0.33,0.27,0.69,0.5,0.56,0.52,0.5,0.5,0.18,0.24,0.25,0.53,0.49,0.485536373765794,2019,"Timberwolves","Andrew Wiggins","SF","0","0"
0.44,0.01,0.18,0.13,0.15,0.17,0.03,0.17,0.43,0.21,0.15,0.46,0.4,0.26,0.29,0.38,0.24,0.26,0.326549240538431,2019,"Timberwolves","Allen Crabbe III","SG","0","0"
0.66,0.24,0.11,0.17,0.12,0.18,0.03,0.17,0.43,0.22,0.16,0.43,0.4,0.3,0.19,0.29,0.21,0.39,0.0289610695485459,2019,"Timberwolves","Treveon Graham","SG","0","0"
0.38,0.01,0.19,0.23,0.11,0.31,0.27,0.25,0.52,0.37,0.12,0.55,0.5,0.4,0.48,0.58,0.35,0.52,0.270921762013924,2019,"Timberwolves","James Johnson","PF","0","0"
0.67,0.39,0.25,0.18,0.16,0.5,0.05,0.32,0.51,0.39,0.25,0.5,0.15,0.07,0.29,0.42,0.35,0.37,0.0324913115869208,2019,"Timberwolves","Shabazz Napier","PG","0","0"
0.12,0,0,0.05,0.02,0.11,0.02,0.03,0.63,0.14,0.06,0.58,0.6,0.27,0.05,0.08,0.18,0.11,0.0249265500982055,2019,"Timberwolves","Jarred Vanderbilt","PF","0","0"
0.76,0.21,0.16,0.35,0.09,0.33,0.25,0.22,0.53,0.39,0.16,0.53,0.65,0.45,0.29,0.46,0.29,0.41,0.286455875758316,2019,"Grizzlies","Gorgui Dieng","C","0","0"
0.71,0.05,0.2,0.18,0.16,0.29,0.06,0.17,0.5,0.28,0.15,0.51,0.45,0.33,0.29,0.42,0.21,0.3,0.225181394214876,2019,"Grizzlies","Solomon Hill","SF","0","0"
0.78,0.65,0.39,0.37,0.18,0.44,0.1,0.32,0.52,0.44,0.28,0.52,0.45,0.38,0.33,0.46,0.38,0.47,0.137902646687005,2019,"Grizzlies","Jae Crowder","SF","0","0"
0.24,0,0.13,0.23,0.15,0.27,0.27,0.15,0.47,0.31,0.14,0.51,0.45,0.28,0.71,0.71,0.35,0.34,0.303334664528719,2019,"Grizzlies","Andre Iguodala","SF","0","0"
0.66,0.16,0.17,0.18,0.09,0.14,0.05,0.12,0.46,0.22,0.06,0.47,0.55,0.4,0.52,0.67,0.21,0.28,0.00314349973561116,2019,"Grizzlies","Anthony Tolliver","PF","0","0"
0.34,0,0.03,0.17,0.06,0.04,0.09,0.09,0.53,0.22,0.02,0.55,0.55,0.28,0.1,0.25,0.29,0.14,0.028523320524532,2019,"Grizzlies","Jordan Bell","PF","0","0"
0.12,0.06,0.1,0.42,0.14,0.26,0.12,0.44,0.41,0.42,0.36,0.41,0.45,0.31,0.19,0.21,0.38,0.71,0.229440394006092,2019,"Grizzlies","Justise Winslow","SF","0","0"
0.67,0.16,0.02,0.22,0.09,0.13,0.08,0.13,0.5,0.26,0.06,0.53,0.6,0.4,0,0.12,0.26,0.4,0.0246290085924304,2019,"Hawks","Bruno Fernando","C","0","0"
0.85,0.01,0.1,0.13,0.18,0.35,0.05,0.2,0.54,0.31,0.26,0.5,0.3,0.25,0.05,0.5,0.26,0.39,0.0254358418578828,2019,"Celtics","Brad Wanamaker","PG","0","0"
0.1,0,0.02,0.04,0.15,0,0.03,0.09,0.33,0.12,0.11,0.3,0.45,0.3,0,0.08,0.18,0.07,0.0157710927348287,2019,"Knicks","Ignas Brazdeikis","SF","0","0"
0.29,0.04,0.34,0.1,0.14,0.16,0.03,0.25,0.45,0.25,0.11,0.47,0.25,0.11,0.33,0.38,0.18,0.33,0.276118850918796,2019,"Cavaliers","Brandon Knight","PG","0","0"
0.45,0.28,0.16,0.35,0.09,0.48,0.11,0.42,0.53,0.48,0.56,0.55,0.55,0.42,0.24,0.25,0.38,0.53,0.114675393558781,2019,"Kings","Jabari Parker","PF","0","0"
0.05,0,0.04,0.06,0.08,0,0,0.07,0.42,0.14,0,0.45,0.7,0.41,0.1,0.17,0.15,0.16,0.028523320524532,2019,"Thunder","Justin Patton","C","0","0"
0.02,0,0,0.04,0,0,0,0.01,0,0.1,0,0,0.55,0.35,0,0.12,0.18,0.07,0.0263946239839275,2019,"Thunder","Isaiah Roby","PF","0","0"
0.65,0.48,0,0.36,0.14,0.37,0.31,0.21,0.56,0.42,0.22,0.59,0.75,0.4,0.19,0.33,0.38,0.47,0.0383563681067036,2019,"Mavericks","Willie Cauley-Stein","C","0","0"
0.45,0.43,0.02,0.36,0.08,0.33,0.32,0.23,0.51,0.38,0.19,0.51,0.7,0.51,0.57,0.58,0.29,0.62,0.27269887156162,2019,"Wizards","Ian Mahinmi","C","0","0"
0.52,0,0.14,0.18,0.14,0.17,0.15,0.21,0.5,0.28,0.16,0.5,0.55,0.34,0.05,0.21,0.21,0.2,0.0249265500982055,2019,"Timberwolves","Keita Bates-Diop","SF","0","0"
0.37,0.04,0.08,0.09,0.19,0.19,0.08,0.17,0.46,0.23,0.24,0.48,0.35,0.18,0.1,0.21,0.21,0.29,0.0352227009414129,2019,"Pacers","Edmond Sumner","PG","0","0"
0.71,0.21,0.14,0.15,0.2,0.3,0.09,0.33,0.51,0.41,0.23,0.47,0.3,0.17,0.48,0.54,0.41,0.37,0.335377317495916,2019,"Timberwolves","Jeff Teague","PG","0","0"
0.79,0.23,0.33,0.27,0.16,0.38,0.07,0.46,0.52,0.47,0.34,0.5,0.45,0.27,0.38,0.42,0.38,0.4,0.028523320524532,2019,"76ers","Alec Burks","SG","0","0"
0.74,0.63,0.23,0.27,0.14,0.35,0.07,0.35,0.54,0.42,0.44,0.55,0.45,0.31,0.24,0.29,0.32,0.33,0.028523320524532,2019,"76ers","Glenn Robinson III","SF","0","0"
0.07,0,0,0.08,0,0.17,0.08,0.06,0.41,0.15,0.14,0.49,0.55,0.32,0.05,0.21,0.26,0.29,0.0298984877283534,2019,"76ers","Jonah Bolden","PF","0","0"
0.68,0.68,0.02,0.95,0.06,0.77,0.44,0.55,0.51,0.77,0.44,0.54,0.65,0.6,0.33,0.33,0.62,0.76,0.478268906596699,2019,"Cavaliers","Andre Drummond","C","0","0"
0.84,0.83,0.43,0.41,0.07,0.66,0.36,0.38,0.52,0.49,0.36,0.53,0.5,0.24,0.29,0.42,0.44,0.65,0.199446455202264,2019,"Rockets","Robert Covington","PF","0","0"
0.52,0.22,0.09,0.35,0.03,0.23,0.25,0.21,0.44,0.32,0.12,0.44,0.75,0.42,0.29,0.5,0.24,0.63,0.23532577275903,2019,"Kings","Dewayne Dedmon","C","0","0"
0.66,0.15,0.05,0.37,0.07,0.17,0.24,0.23,0.56,0.39,0.13,0.58,0.75,0.45,0.29,0.33,0.35,0.49,0.0733599933977498,2019,"Kings","Alex Len","C","0","0"
0.74,0.59,0.1,0.24,0.11,0.38,0.14,0.17,0.53,0.32,0.15,0.56,0.5,0.3,0.33,0.33,0.32,0.5,0.194326435409231,2019,"Knicks","Maurice Harkless","SF","0","0"
0.54,0.55,0.66,0.25,0.15,0.43,0.08,0.71,0.52,0.6,0.5,0.52,0.35,0.16,0.19,0.21,0.59,0.41,0.481658552681449,2019,"Timberwolves","D'Angelo Russell","PG","0","0"
0.35,0.01,0.04,0.11,0.04,0.15,0.06,0.07,0.51,0.18,0.03,0.5,0.6,0.22,0,0.17,0.18,0.27,0.0254358418578828,2019,"Trail Blazers","Wenyen Gabriel","PF","0","0"
0.82,0.26,0.23,0.27,0.08,0.44,0.16,0.3,0.46,0.34,0.3,0.45,0.35,0.17,0.33,0.5,0.29,0.61,0.340138511272935,2019,"Trail Blazers","Kent Bazemore","SG","0","0"
0.63,0.26,0.27,0.29,0.13,0.52,0.08,0.23,0.54,0.38,0.22,0.55,0.55,0.28,0.71,0.67,0.29,0.44,0.215229344155318,2019,"Trail Blazers","Trevor Ariza","SF","0","0"
0.39,0.01,0.02,0.32,0.11,0.08,0.26,0.17,0.55,0.35,0.06,0.56,0.65,0.38,0.14,0.21,0.29,0.56,0.041205435727039,2019,"Trail Blazers","Skal Labissiere","PF","0","0"
0.22,0,0,0.13,0.11,0.19,0.11,0.13,0.39,0.21,0.14,0.37,0.45,0.3,0.43,0.5,0.26,0.22,0.328430609674994,2019,"Timberwolves","Evan Turner","SG","0","0"
0.32,0.01,0,0.23,0.06,0.04,0.07,0.07,0.54,0.23,0.05,0.58,0.6,0.5,0.14,0.17,0.15,0.48,0.0358081790052333,2019,"Trail Blazers","Caleb Swanigan","PF","0","0"
0.7,0.01,0.18,0.2,0.14,0.25,0.14,0.17,0.54,0.3,0.13,0.55,0.55,0.38,0.67,0.62,0.29,0.37,0.010579618486902,2019,"Bucks","Marvin Williams","PF","0","0"
0.29,0,0.04,0.17,0.07,0.03,0.07,0.1,0.38,0.19,0.11,0.35,0.45,0.35,0.38,0.33,0.24,0.31,0.0104179587416565,2019,"Hornets","Michael Kidd-Gilchrist","SF","0","0"
0.37,0.2,0.34,0.19,0.19,0.17,0.04,0.38,0.5,0.39,0.22,0.51,0.25,0.24,0.38,0.46,0.35,0.39,0.00896307400290902,2019,"Pistons","Reggie Jackson","PG","0","0"
0.3,0.01,0.07,0.04,0.42,0.11,0,0.06,0.57,0.17,0.07,0.59,0.15,0.16,0.1,0.25,0.15,0.17,0.0254358418578828,2019,"Pistons","Derrick Walton Jr.","PG","0","0"
0.76,0.07,0.15,0.13,0.14,0.18,0.07,0.18,0.42,0.23,0.13,0.43,0.35,0.15,0.05,0.17,0.26,0.36,0.0629026065569909,2019,"Wizards","Jerome Robinson","SG","0","0"
0.74,0.76,0.43,0.31,0.07,0.31,0.13,0.5,0.52,0.47,0.33,0.52,0.55,0.29,0.33,0.5,0.41,0.65,0.264752701836033,2019,"Knicks","Marcus Morris Sr.","PF","0","0"
0.18,0.04,0.17,0.29,0.11,0.1,0.15,0.21,0.51,0.33,0.2,0.54,0.75,0.44,0.14,0.12,0.15,0.54,0.0295524977362357,2019,"Bucks","Dragan Bender","PF","0","0"
0.66,0.17,0.36,0.17,0.1,0.29,0.04,0.35,0.49,0.33,0.37,0.51,0.35,0.14,0.14,0.17,0.38,0.3,0.0481419559471518,2019,"Timberwolves","Malik Beasley","SG","0","0"
0.48,0.45,0.36,0.11,0.15,0.13,0.04,0.39,0.49,0.34,0.26,0.5,0,0.12,0.38,0.5,0.38,0.42,0.028523320524532,2019,"Wizards","Isaiah Thomas","PG","0","0"
0.39,0.01,0.18,0.1,0.32,0.2,0.02,0.23,0.51,0.29,0.15,0.53,0.15,0.12,0.29,0.33,0.35,0.22,0.028523320524532,2019,"76ers","Trey Burke","PG","0","0"
0.34,0.07,0.21,0.11,0.23,0.07,0.02,0.25,0.47,0.3,0.16,0.49,0.05,0.1,0.67,0.71,0.32,0.19,0.028523320524532,2019,"Mavericks","J.J. Barea","PG","0","0"
0.61,0.39,0.11,0.23,0.2,0.8,0.09,0.24,0.47,0.38,0.36,0.49,0.3,0.22,0.14,0.29,0.35,0.65,0.0943356278418125,2019,"Bulls","Kris Dunn","PG","0","0"
0.85,0.71,0.54,0.2,0.15,0.23,0.02,0.46,0.54,0.43,0.32,0.55,0.4,0.22,0.29,0.38,0.41,0.37,0.353477117590309,2019,"Mavericks","Tim Hardaway Jr.","SG","0","0"
0.52,0.06,0.02,0.28,0.05,0.07,0.06,0.18,0.57,0.32,0.14,0.58,0.95,0.65,0.19,0.54,0.32,0.26,0.0617069318138691,2019,"Mavericks","Boban Marjanovic","C","0","0"
0.68,0.7,0.47,0.59,0.09,0.29,0.55,0.63,0.51,0.66,0.41,0.5,0.9,0.4,0.14,0.25,0.68,0.68,0.481658552681449,2019,"Mavericks","Kristaps Porzingis","PF","0","0"
0.55,0.04,0.07,0.23,0.05,0.32,0.05,0.24,0.46,0.28,0.22,0.47,0.4,0.21,0.05,0.12,0.18,0.47,0.0249265500982055,2019,"Thunder","Hamidou Diallo","SG","0","0"
0.85,0.83,0.3,0.36,0.13,0.25,0.15,0.27,0.55,0.42,0.26,0.58,0.5,0.3,0.14,0.33,0.35,0.53,0.0705350087713544,2019,"Mavericks","Dorian Finney-Smith","PF","0","0"
0.28,0.11,0.16,0.08,0.08,0.3,0.07,0.12,0.58,0.23,0.12,0.62,0.4,0.28,0.57,0.67,0.21,0.28,0.225197090535707,2019,"Mavericks","Courtney Lee","SG","0","0"
0.68,0.2,0.14,0.15,0.22,0.16,0.02,0.25,0.51,0.33,0.17,0.52,0.2,0.15,0.05,0.21,0.38,0.27,0.0249265500982055,2019,"Mavericks","Jalen Brunson","PG","0","0"
0.48,0.45,0.05,0.36,0.13,0.34,0.15,0.24,0.63,0.45,0.15,0.66,0.65,0.4,0.24,0.42,0.35,0.53,0.181051497182875,2019,"Mavericks","Dwight Powell","C","0","0"
0.2,0.01,0.22,0.16,0.14,0.12,0.07,0.13,0.53,0.23,0.13,0.54,0.45,0.22,0.1,0.46,0.24,0.18,0.0249265500982055,2019,"Mavericks","Ryan Broekhoff","SG","0","0"
0.88,0.06,0.12,0.24,0.26,0.47,0.08,0.21,0.51,0.38,0.2,0.52,0.4,0.12,0.19,0.38,0.32,0.26,0.167179215957267,2019,"Mavericks","Delon Wright","PG","0","0"
0.89,0.26,0.3,0.33,0.12,0.14,0.3,0.26,0.56,0.41,0.17,0.58,0.65,0.4,0.1,0.38,0.35,0.5,0.141159624431238,2019,"Mavericks","Maxi Kleber","PF","0","0"
0.78,0.04,0.14,0.15,0.29,0.09,0.04,0.19,0.46,0.24,0.09,0.47,0.55,0.3,0.1,0.25,0.24,0.22,0.0578388216141772,2019,"Mavericks","Justin Jackson","PF","0","0"
0.84,0.85,0.3,0.31,0.23,0.64,0.04,0.49,0.57,0.65,0.42,0.55,0.15,0.07,0.67,0.67,0.71,0.48,0.679786766027524,2019,"Thunder","Chris Paul","PG","1","2"
0.73,0.74,0.52,0.59,0.16,0.41,0.06,0.84,0.54,0.87,0.47,0.53,0.5,0.35,0.05,0.08,0.88,0.55,0.135568979855601,2019,"Mavericks","Luka Doncic","PG","1","1"
0.48,0.1,0.04,0.25,0.13,0.24,0.29,0.16,0.53,0.33,0.16,0.58,0.6,0.3,0.33,0.42,0.32,0.4,0.171747074848917,2019,"Cavaliers","John Henson","PF","0","0"
0.74,0.76,0.54,0.32,0.12,0.27,0.02,0.52,0.57,0.54,0.36,0.55,0.65,0.36,0.48,0.54,0.56,0.26,0.399214183688574,2019,"Thunder","Danilo Gallinari","SF","0","0"
0.07,0,0.08,0.24,0.15,0.06,0.12,0.15,0.31,0.21,0.05,0.33,0.5,0.25,0.24,0.38,0.24,0.38,0.189550551712155,2019,"Thunder","Andre Roberson","SG","0","0"
0.73,0.11,0.15,0.25,0.07,0.15,0.18,0.19,0.46,0.28,0.2,0.47,0.55,0.24,0,0.04,0.26,0.19,0.0402511735763965,2019,"Thunder","Darius Bazley","PF","0","0"
0.77,0.3,0.42,0.14,0.15,0.24,0.04,0.33,0.6,0.39,0.31,0.62,0.25,0.12,0.24,0.46,0.41,0.36,0.131649666809556,2019,"Mavericks","Seth Curry","SG","0","0"
0.56,0.02,0.21,0.14,0.18,0.08,0.07,0.14,0.53,0.24,0.11,0.55,0.65,0.4,0.29,0.42,0.26,0.25,0.0357275610064575,2019,"Thunder","Mike Muscala","C","0","0"
0.76,0.77,0,0.58,0.12,0.33,0.29,0.31,0.56,0.56,0.2,0.59,0.7,0.52,0.29,0.33,0.53,0.4,0.456193028921425,2019,"Thunder","Steven Adams","C","0","0"
0.78,0.02,0.36,0.23,0.12,0.28,0.06,0.56,0.53,0.51,0.56,0.53,0.3,0.06,0.29,0.33,0.47,0.48,0.273580778793519,2019,"Thunder","Dennis Schroder","PG","0","0"
0.46,0,0.05,0.09,0.07,0.07,0.07,0.11,0.37,0.16,0.02,0.38,0.35,0.4,0.1,0.29,0.18,0.18,0.0249265500982055,2019,"Thunder","Deonte Burton","SG","0","0"
0.67,0.46,0.16,0.08,0.13,0.19,0.08,0.14,0.45,0.19,0.08,0.47,0.45,0.15,0.1,0.12,0.21,0.57,0.0436242052203126,2019,"Thunder","Terrance Ferguson","SG","0","0"
0.66,0.07,0.16,0.11,0.07,0.17,0.1,0.18,0.55,0.25,0.19,0.56,0.4,0.32,0.1,0.33,0.21,0.29,0.0284872313459298,2019,"Thunder","Abdel Nader","SF","0","0"
