"year","name","full_name","primary_position","games_played","games_started","three_points_made","rebounds","assists_turnover_ratio","steals","blocks","true_shooting_att","true_shooting_pct","efficiency","points_off_turnovers","effective_fg_pct","height","weight","experience","All_Nba","All_Nba_team","age","Ratings_2k","total_fouls","Salary_pct","SalaryLabel"
2016,"Nets","Greivis Vasquez","PG",3,0,33,0.67,5,0.33,0.33,3.11,37.6,2.67,0,31.3,78,200,5,0,0,29,75,2,4.618321,"average"
2016,"Nets","Justin Hamilton","C",64,7,86,4.09,1.28,0.45,0.67,6.28,55,8.91,0.03,53.2,84,260,1,0,0,26,72,1.46,3.186642,"below average"
2016,"Lakers","Jordan Clarkson","SG",82,19,143,3,1.3,1.07,0.1,13.96,52.6,11.8,0.02,50,76,194,2,0,0,24,77,1.84,13.27767,"star"
2016,"Lakers","Thomas Robinson","PF",48,1,0,4.65,0.67,0.54,0.19,4.69,53.5,7.46,0,53.6,82,237,5,0,0,25,75,1.62,1.041427,"below average"
2016,"Lakers","Julius Randle","PF",74,73,23,8.59,1.53,0.66,0.5,12.12,54.3,17.76,0.03,49.9,80,250,2,0,0,21,78,3.44,3.47038,"below average"
2016,"Lakers","Ivica Zubac","C",38,11,0,4.18,1,0.37,0.87,6.83,54.7,9.5,0,52.9,84,240,0,0,0,19,75,1.77,1.099345,"below average"
2016,"Lakers","Luol Deng","SF",56,49,91,5.27,1.72,0.86,0.36,8.07,47,9.68,0,44.7,81,237,12,0,0,31,73,1.11,19.11985,"star"
2016,"Cavaliers","LeBron James Sr.","PG",74,74,168,8.64,2.13,1.24,0.59,21.32,61.9,30.96,0.04,59.4,81,250,16,1,1,31,97,1.86,32.88981,"superstar"
2016,"Cavaliers","Iman Shumpert","SG",76,31,124,2.87,1.4,0.82,0.36,6.96,53.6,7.87,0,50.7,77,212,4,0,0,26,73,2.02,10.26409,"star"
2016,"Cavaliers","Richard Jefferson","SF",79,13,78,2.57,1.5,0.33,0.13,4.94,57.4,6.27,0.03,53.6,79,233,16,0,0,36,74,2.04,2.655535,"below average"
2016,"76ers","Richaun Holmes","C",57,17,47,5.46,1.05,0.74,0.96,8.02,61.1,13.28,0,59.1,82,235,1,0,0,22,76,2.41,1.089652,"below average"
2016,"76ers","Shawn Long","PF",18,0,39,4.72,1,0.5,0.5,6.91,59.5,10.39,0,59.2,81,255,1,0,0,23,75,2.78,0.09508195,"below average"
2016,"Pacers","Monta Ellis","SG",74,33,58,2.76,1.75,1.05,0.36,8.29,51.4,9.39,0,0,75,185,11,0,0,30,75,2.02,11.43314,"star"
2016,"Pacers","Thaddeus Young","PF",74,74,61,6.05,1.27,1.53,0.39,9.8,56.2,14.38,0.03,0,80,235,9,0,0,28,77,1.82,15.03421,"star"
2016,"Pacers","Myles Turner","C",81,81,49,7.27,1.01,0.91,2.12,12.39,58.5,18.83,0.05,0,83,250,1,0,0,20,84,3.24,2.617125,"below average"
2016,"Pacers","Lavoy Allen","PF",61,5,0,3.59,1.97,0.3,0.39,2.99,48.5,5.98,0,0,81,260,6,0,0,27,72,1.28,4.248855,"average"
2016,"Pacers","C.J. Miles Jr.","SG",76,29,222,3.01,1.2,0.61,0.33,9.05,59.2,9.84,0.08,0,78,220,13,0,0,29,76,1.99,4.868604,"average"
2016,"Pacers","Rakeem Christmas","PF",29,0,0,1.93,0.5,0.1,0.21,1.92,52.9,3.03,0,0,81,250,1,0,0,24,75,1.28,1.117812,"below average"
2016,"Pacers","Glenn Robinson III","SF",69,27,71,3.57,1.27,0.59,0.29,5.38,56.4,7.74,0,0,78,222,2,0,0,22,74,0.91,1.115856,"below average"
2016,"Pacers","Al Jefferson","C",66,1,0,4.21,1.73,0.29,0.24,7.7,52.6,9.33,0.03,0,82,280,13,0,0,31,75,1.89,10.95624,"star"
2016,"Raptors","Delon Wright","SG",27,0,37,1.78,2.28,1,0.41,5.19,53.5,6.96,0.07,46.6,77,185,1,0,0,24,72,1.15,1.675409,"below average"
2016,"Pacers","Jeff Teague","PG",82,82,110,4.02,2.96,1.22,0.39,13.31,57.4,19.23,0.1,0,75,195,7,0,0,28,79,2.02,9.347482,"average"
2016,"Nets","Spencer Dinwiddie","SG",59,18,64,2.78,2.8,0.75,0.39,6.3,58.1,9.85,0,50.7,77,215,2,0,0,23,73,2.02,0.7718811,"below average"
2016,"Pacers","Paul George","SF",75,75,260,6.56,1.15,1.59,0.36,20.15,58.7,22.43,0.05,0,80,220,6,0,0,26,91,2.88,19.45395,"superstar"
2016,"Trail Blazers","CJ McCollum","SG",80,80,231,3.61,1.66,0.9,0.54,19.63,58.5,19.74,0.23,54.4,75,190,3,0,0,25,86,2.59,3.419881,"below average"
2016,"Pacers","Georges Niang","PF",23,0,4,0.74,1,0.13,0,1.6,28.5,0.61,0,0,79,230,0,0,0,23,66,0.26,0.690439,"below average"
2016,"Cavaliers","Dahntay Jones","SG",1,0,0,2,1,0,0,9.76,46.1,5,0,37.5,78,225,13,0,0,35,75,1,0.006125787,"below average"
2016,"Celtics","James Young","SG",29,0,41,0.9,1,0.34,0.07,2.14,54.9,2.41,0,53.4,78,215,2,0,0,21,70,0.52,1.938753,"below average"
2016,"Celtics","Gerald Green","SG",47,0,83,1.79,1.32,0.19,0.15,5.32,52.4,4.79,0.02,49.4,78,205,9,0,0,30,72,1.02,1.041427,"below average"
2016,"Celtics","Demetrius Jackson","PG",5,0,20,0.8,0,0,0,1.33,75.3,2.6,0,87.5,73,201,3,0,0,22,68,0,1.54021,"below average"
2016,"76ers","Jerryd Bayless","PG",3,1,67,4,1.44,0,0,12.13,45.3,9,0,37.5,75,200,8,0,0,28,73,1.66,10.01039,"average"
2016,"76ers","T.J. McConnell Jr.","PG",81,51,14,3.1,3.34,1.65,0.12,6.81,50.4,12.74,0.11,47.2,73,190,4,0,0,24,75,1.73,0.9290505,"below average"
2016,"Cavaliers","Tristan Thompson","C",78,78,0,9.17,1.2,0.5,1.08,6.8,59.4,15.37,0,60,81,254,5,0,0,25,78,2.3,16.2842,"star"
2016,"76ers","Joel Embiid","C",31,31,116,7.84,0.56,0.87,2.45,17.3,58.4,20.65,0.03,50.8,84,280,0,0,0,22,86,3.67,5.126414,"average"
2016,"Cavaliers","Channing Frye","PF",74,15,185,3.92,0.85,0.45,0.5,7.47,61.2,9.93,0.04,58.9,84,255,10,0,0,33,73,1.86,8.292673,"average"
2016,"Cavaliers","Chris Andersen","PF",12,0,0,2.58,1,0.42,0.58,2.35,49.7,4.5,0,40.9,82,245,15,0,0,38,75,1.67,1.041427,"below average"
2016,"Cavaliers","JR Smith","SG",41,35,232,2.76,2.38,0.98,0.27,8.84,48.4,7.63,0.15,47.9,78,225,12,0,0,31,75,1.92,13.59634,"star"
2016,"Cavaliers","Kevin Love","PF",60,60,242,11.1,0.95,0.88,0.35,16.61,57.3,22.35,0.08,51,80,251,8,0,0,28,87,2.08,22.48247,"superstar"
2016,"Cavaliers","Kay Felder","PG",42,0,17,0.98,1.93,0.43,0.17,4.28,46.2,3.57,0,41.5,69,176,1,0,0,21,69,0.9,0.5772824,"below average"
2016,"Cavaliers","Jordan McRae","SG",37,4,49,1.11,1.36,0.22,0.16,4.46,48.8,3.3,0,44.7,77,179,1,0,0,25,75,0.87,0.9290505,"below average"
2016,"Cavaliers","Kyrie Irving","PG",72,72,246,3.19,2.32,1.15,0.33,21.73,58,22.38,0.03,53.5,74,195,5,0,0,24,90,2.25,18.7354,"star"
2016,"Knicks","Joakim Noah","C",46,46,0,8.76,1.78,0.65,0.8,5.14,49.1,13.04,0,49,83,230,9,0,0,31,74,2.87,18.05764,"star"
2016,"Cavaliers","Larry Sanders","C",5,0,0,0.8,0,0.2,0.2,0.98,41,1,0,25,83,230,4,0,0,27,75,1,0.2206452,"below average"
2016,"76ers","Dario Saric","PF",81,36,131,6.33,0.99,0.7,0.37,12.64,50.8,12.9,0.07,46.8,82,225,0,0,0,22,78,2.02,2.462509,"below average"
2016,"76ers","Timothe Luwawu-Cabarrot","SG",69,19,72,2.16,1.03,0.46,0.14,6.02,53.6,5.86,0.03,47.1,79,220,0,0,0,21,72,2.24,1.409515,"below average"
2016,"76ers","Nik Stauskas","SG",80,27,165,2.83,1.47,0.56,0.4,8.75,54,8.85,0.04,50,78,205,3,0,0,23,73,1.81,3.179249,"below average"
2016,"76ers","Gerald Henderson","SG",72,41,85,2.57,1.81,0.56,0.21,8.69,52.9,8.35,0,47.8,77,215,7,0,0,28,75,1.93,9.559925,"average"
2016,"76ers","Robert Covington","PF",67,67,204,6.51,0.78,1.9,1.03,12.07,53.4,14.87,0.04,49.2,79,209,3,0,0,25,78,3.06,1.078886,"below average"
2016,"76ers","Sergio Rodriguez","PG",68,30,135,2.31,2.69,0.72,0.06,8.06,48.4,9.13,0.03,47.8,75,175,4,0,0,30,75,1.4,8.497711,"average"
2016,"76ers","Justin Harper","SF",3,0,67,1.67,0.5,0,0,4,50,2.67,0,50,81,225,0,0,0,27,75,0.67,0.06126,"below average"
2016,"76ers","Jahlil Okafor","C",50,33,0,4.8,0.64,0.4,0.98,10.81,54.6,11.72,0.04,51.4,82,270,1,0,0,20,73,2.48,5.086772,"average"
2016,"Trail Blazers","Ed Davis","C",46,12,0,5.3,0.7,0.33,0.48,3.86,56.3,8.09,0,52.8,81,218,6,0,0,27,72,3,7.081426,"average"
2016,"Nuggets","Alonzo Gee","SF",13,0,0,1.15,1.5,0.38,0.08,1.38,30.6,1.46,0,0,78,225,7,0,0,29,75,1.08,0.06126,"below average"
2016,"Knicks","Carmelo Anthony","PF",74,74,204,5.92,1.39,0.81,0.46,20.94,53.5,18.96,0.18,48.8,79,238,13,0,0,32,84,2.8,26.08731,"superstar"
2016,"Knicks","Marshall Plumlee","C",21,1,0,2.43,0.83,0.19,0.19,1.83,52.1,3.43,0,53.3,84,250,0,0,0,24,68,1.1,0.5772824,"below average"
2016,"Nuggets","Malik Beasley","SG",22,1,41,0.77,1.38,0.32,0,3.52,53.6,3.09,0,0,76,187,0,0,0,19,72,0.5,1.728562,"below average"
2016,"Suns","Tyson Chandler","C",47,46,0,11.47,0.46,0.7,0.51,6.01,70.3,18.09,0.26,67.1,84,235,15,0,0,34,76,2.79,13.18739,"star"
2016,"Knicks","Sasha Vujacic","SG",42,4,55,1.4,3.25,0.31,0.05,3.49,42.3,3.17,0.1,39.3,79,195,9,0,0,32,75,0.92,1.041427,"below average"
2016,"Pistons","Kentavious Caldwell-Pope","SG",76,75,201,3.26,2.24,1.17,0.16,13.28,51.9,12.03,0.05,48.1,77,204,3,0,0,23,79,1.62,3.907161,"average"
2016,"Pistons","Aron Baynes","C",75,2,0,4.44,0.64,0.23,0.52,4.27,57,7.8,0,51.3,82,260,4,0,0,29,73,2.21,6.90439,"average"
2016,"Pistons","Darrun Hilliard","SF",39,1,31,0.85,1.18,0.28,0.05,3.55,45.9,2.36,0,42.1,78,220,2,0,0,23,69,1,0.9290505,"below average"
2016,"Pistons","Tobias Harris","PF",82,48,133,5.09,1.48,0.73,0.48,14.19,56.8,15.78,0.06,53.1,80,226,5,0,0,24,78,1.67,18.27008,"star"
2016,"Pistons","Reggie Jackson","PG",52,50,127,2.19,2.37,0.67,0.1,14.17,51,12.52,0,46.8,74,208,5,0,0,26,77,2.52,15.88703,"star"
2016,"Pistons","Stanley Johnson","PF",77,1,58,2.45,1.48,0.73,0.31,5.04,43.6,5.05,0,41.5,78,242,2,0,0,20,73,1.58,3.154648,"below average"
2016,"Pistons","Michael Gbinije","SG",9,0,0,0.33,0,0,0,1.21,18.4,0,0,10,79,200,1,0,0,24,70,0.22,0.690439,"below average"
2016,"Pistons","Marcus Morris Sr.","PF",79,79,149,4.65,1.84,0.66,0.32,13.78,50.8,12.61,0,47.7,80,218,4,0,0,27,77,2.22,4.912739,"average"
2016,"Pistons","Reggie Bullock","SG",31,5,90,2.06,2.9,0.58,0.1,4.23,53.8,5.45,0,53.1,78,205,3,0,0,25,68,0.74,2.395976,"below average"
2016,"Hornets","Nicolas Batum","SG",77,77,175,6.25,2.35,1.12,0.38,14.27,53,18.18,0,47.3,80,230,8,0,0,27,79,1.42,22.16794,"superstar"
2016,"Pistons","Boban Marjanovic","C",35,0,0,3.71,0.9,0.17,0.34,4.5,60.6,7.63,0,54.5,88,290,1,0,0,28,74,0.71,7.435497,"average"
2016,"Pistons","Ish Smith","PG",81,32,35,2.9,3.73,0.75,0.41,9.8,47.7,11.64,0,45.8,72,175,6,0,0,28,75,1.58,6.373283,"average"
2016,"Hornets","Brian Roberts","PG",41,2,41,0.95,2,0.22,0.02,3.39,51,3.29,0,44.7,73,173,4,0,0,30,75,0.44,1.041427,"below average"
2016,"Hornets","Michael Kidd-Gilchrist","SF",81,81,1,6.98,2.04,1,0.95,8.68,52.8,14.31,0.11,47.8,78,230,5,0,0,23,77,2.32,13.80878,"star"
2016,"Hornets","Cody Zeller","C",62,58,0,6.53,1.52,1,0.94,8.54,60.4,15.24,0.1,57.1,83,240,3,0,0,24,77,3.1,5.649186,"average"
2016,"Hornets","Marvin Williams","PF",76,76,163,6.58,1.77,0.76,0.7,10.13,55.1,14.21,0.04,51,80,237,11,0,0,30,77,1.77,13.01212,"star"
2016,"Hornets","Mike Tobey","C",2,0,0,1.5,1,0,0,2,25,1,0,25,84,260,0,0,0,21,75,1,0.07131173,"below average"
2016,"Hornets","Frank Kaminsky","PF",75,16,155,4.48,2.13,0.61,0.45,11.61,50.2,11.41,0.09,47.1,84,240,4,0,0,23,76,1.86,2.899844,"below average"
2016,"Hornets","Aaron Harrison","SG",5,0,0,0.6,0,0,0,0.98,10.2,0.4,0,0,78,210,2,0,0,21,75,0.4,0.9290505,"below average"
2016,"Pistons","Henry Ellenson","PF",19,2,53,2.16,0.5,0.05,0.05,3.55,44.4,2.68,0,43.8,82,240,0,0,0,19,71,0.32,1.81014,"below average"
2016,"Pistons","Beno Udrih","PG",39,0,28,1.46,3.64,0.33,0,5.43,53.5,7.31,0.05,49.5,75,205,13,0,0,34,72,0.74,1.041427,"below average"
2016,"Wizards","Danuel House Jr.","SF",1,0,0,1,0,0,0,0,0,1,0,0,78,220,0,0,0,23,69,0,0.5772824,"below average"
2016,"Wizards","Markieff Morris","PF",76,76,93,6.49,0.98,1.08,0.55,12.94,54,15.25,0,49.7,81,245,5,0,0,27,78,3.53,7.860383,"average"
2016,"Knicks","Willy Hernangomez","C",72,22,6,6.97,0.96,0.57,0.5,7.22,56.4,12.63,0,53.3,83,250,0,0,0,22,77,2.09,1.433989,"below average"
2016,"Knicks","Derrick Rose","PG",64,64,20,3.84,1.93,0.69,0.27,17.01,53,16.38,0.16,47.7,74,200,7,0,0,28,78,1.33,22.64985,"superstar"
2016,"Knicks","Kristaps Porzingis","PF",66,65,170,7.2,0.82,0.71,1.95,16.6,54.6,18.64,0.12,50.7,87,240,0,0,0,21,86,3.73,4.586342,"average"
2016,"Pistons","Andre Drummond","C",81,81,2,13.77,0.59,1.53,1.1,13.18,51.8,21.3,0.04,53.1,82,279,4,0,0,23,85,2.99,23.49272,"superstar"
2016,"Knicks","Courtney Lee","SG",77,74,140,3.36,2.59,1.05,0.31,9.7,55.9,11.86,0.03,53.3,77,215,9,0,0,31,75,1.87,11.94141,"star"
2016,"Wizards","Bradley Beal","SG",77,77,290,3.12,1.71,1.08,0.27,19.12,60.4,19.34,0.08,56.6,75,207,4,0,0,23,87,2.24,23.49272,"superstar"
2016,"Suns","Tyler Ulis","PG",61,15,34,1.56,2.94,0.79,0.08,7.68,47.4,7.74,0.03,44.5,70,160,1,0,0,20,75,1.24,0.9755043,"below average"
2016,"Wizards","Marcus Thornton","SG",33,1,85,2.3,1.64,0.58,0.09,6.72,49.4,6.15,0,46.7,76,205,6,0,0,29,75,1.45,1.041427,"below average"
2016,"Wizards","Ian Mahinmi","C",31,0,0,4.84,0.56,1.06,0.77,4.65,60.1,9.26,0,58.6,83,262,9,0,0,29,74,3,16.9361,"star"
2016,"Wizards","Sheldon Mac","SG",30,3,23,1.13,3,0.27,0.07,2.9,51.8,3.17,0.07,44.7,78,200,0,0,0,23,75,0.57,0.5772824,"below average"
2016,"Wizards","Tomas Satoransky","PG",57,3,16,1.46,2.42,0.46,0.11,2.83,47.7,3.98,0,44.6,79,210,0,0,0,24,70,1.07,3.049417,"below average"
2016,"Wizards","Daniel Ochefu","PF",19,0,0,1.16,1,0.11,0,1.47,43,1.63,0,44.4,83,245,1,0,0,22,66,0.89,0.5772824,"below average"
2016,"Wizards","Kelly Oubre Jr.","SF",79,5,68,3.3,0.94,0.73,0.22,6.15,51.6,7.01,0.03,48.2,79,203,1,0,0,20,74,2.51,2.131481,"below average"
2016,"Wizards","Jason Smith","PF",74,3,50,3.49,0.64,0.28,0.73,4.75,59.8,7.58,0,58.5,84,240,8,0,0,30,73,2.28,5.311069,"average"
2016,"Wizards","John Wall","PG",78,78,114,4.18,2.58,2.01,0.63,21.37,54.1,25.04,0.06,48.2,75,210,6,1,3,26,90,2.16,18.01292,"star"
2016,"Wizards","Trey Burke","PG",57,0,54,0.82,2.08,0.19,0.09,4.7,53.2,4.46,0,51.6,72,185,3,0,0,23,71,0.95,3.597291,"below average"
2016,"Hornets","Kemba Walker","PG",79,79,304,3.9,2.58,1.08,0.28,20.35,56.9,20.87,0.13,52.6,72,184,5,0,0,26,86,1.59,12.74657,"star"
2016,"Nuggets","Nikola Jokic","C",73,59,62,9.84,2.1,0.84,0.75,13.07,64,25.25,0.08,0,83,284,1,0,0,21,88,2.97,1.443018,"below average"
2016,"Heat","Dion Waiters","SG",46,43,185,3.33,1.94,0.91,0.43,15.63,50.7,13.35,0.09,48.8,75,215,5,0,0,24,80,2.16,3.078296,"below average"
2016,"Wizards","Otto Porter Jr.","SF",80,80,185,6.43,2.75,1.45,0.53,10.69,62.8,17.69,0.1,60.8,80,198,3,0,0,23,80,2.41,6.260668,"average"
2016,"Wizards","Marcin Gortat","C",82,82,0,10.35,1.02,0.49,0.74,9.07,59.3,18.23,0,57.9,83,240,9,0,0,32,78,2.64,12.74657,"star"
2016,"Suns","John Jenkins","SG",4,0,25,0.25,0,0,0,1.47,59.5,1.5,0,50,76,215,4,0,0,25,75,0,1.116345,"below average"
2016,"Heat","Luke Babbitt","SF",68,55,128,2.07,1.44,0.29,0.16,4.23,56.3,4.93,0.04,55.7,81,225,7,0,0,27,70,1.77,1.30364,"below average"
2016,"Hornets","Christian Wood","PF",13,0,0,2.23,0.29,0.23,0.46,2.28,59.1,4.08,0,52.2,82,214,1,0,0,21,75,0.85,0.9290505,"below average"
2016,"Heat","Justise Winslow","SF",18,15,39,5.22,2,1.44,0.33,13.65,39.9,10.67,0,37.1,78,222,1,0,0,20,76,2.95,2.754788,"below average"
2016,"Heat","James Johnson","PF",76,5,114,4.95,1.61,1,1.13,11.36,56.4,15.18,0.09,53.5,79,240,7,0,0,29,79,2.72,4.248855,"average"
2016,"Heat","Hassan Whiteside","C",77,77,0,14.13,0.37,0.74,2.09,14.68,57.9,25.38,0.1,55.7,84,265,4,0,0,27,87,3.03,23.49272,"superstar"
2016,"Suns","Brandon Knight","PG",54,5,83,2.19,1.48,0.5,0.09,10.98,50.2,8.31,0.28,44.1,74,182,4,0,0,24,74,1.61,13.39053,"star"
2016,"Heat","Josh McRoberts","PF",22,14,59,3.36,2.17,0.45,0.18,5.54,43.9,6.59,0,42.8,82,240,9,0,0,29,69,1.46,6.142199,"average"
2016,"Heat","Tyler Johnson","SG",73,0,127,4.01,2.59,1.15,0.6,12.82,53.5,14.25,0.11,49,75,186,2,0,0,24,77,2.42,5.97814,"average"
2016,"Heat","Willie Reed","C",71,5,1,4.68,0.84,0.25,0.66,4.56,57.8,8.51,0.03,57,83,245,1,0,0,26,74,1.95,1.078886,"below average"
2016,"Heat","Rodney McGruder","SG",78,65,94,3.28,2.21,0.59,0.23,6.3,50.6,7.54,0,49.2,76,205,0,0,0,25,74,1.8,0.5772824,"below average"
2016,"Heat","Okaro White","SF",35,0,34,2.34,1.17,0.29,0.29,2.76,50.7,4.2,0,44.8,80,205,0,0,0,24,69,1.52,0.2241218,"below average"
2016,"Heat","Wayne Ellington Jr.","SG",62,13,240,2.13,2.33,0.56,0.06,9.26,56.5,8.53,0.03,55,76,207,9,0,0,28,74,1.13,6.373283,"average"
2016,"Suns","Eric Bledsoe","PG",66,66,158,4.85,1.87,1.38,0.47,18.72,56.3,20.77,0.24,48.5,73,214,6,0,0,26,84,2.56,14.87099,"star"
2016,"Suns","P.J. Tucker","PF",57,17,81,6,1.38,1.49,0.25,6.8,51.7,11.21,0.04,48,77,245,6,0,0,31,75,2.65,5.629733,"average"
2016,"Suns","Derrick Jones Jr.","SF",32,8,9,2.47,0.92,0.44,0.41,4.35,60.4,6.5,0.06,57.4,77,210,0,0,0,19,75,2.03,0.5772824,"below average"
2016,"Bucks","Malcolm Brogdon","PG",75,28,104,2.84,2.81,1.12,0.16,9.21,55.5,12.24,0.03,51.8,77,229,0,0,0,23,78,1.87,0.9825478,"below average"
2016,"Suns","Elijah Millsap","SF",2,0,0,3,0.5,0,0,3.94,19,0.5,0,14.3,79,215,3,0,0,29,75,1,0.02450421,"below average"
2016,"Heat","Udonis Haslem","PF",16,0,0,2.25,0.75,0.38,0.06,1.85,52.4,3.38,0,47.8,80,235,13,0,0,36,70,1.38,4.248855,"average"
2016,"Heat","Josh Richardson","SG",53,34,142,3.17,2.15,1.13,0.74,10.32,49.3,10.43,0.04,46.7,77,200,1,0,0,23,74,2.55,0.9290505,"below average"
2016,"Heat","Goran Dragic","PG",73,73,160,3.82,2,1.22,0.18,17.67,57.5,19.26,0.14,52.7,75,190,8,0,0,30,85,2.82,16.88041,"star"
2016,"Hornets","Ramon Sessions","PG",50,1,42,1.46,2.8,0.54,0.06,6.3,49.5,6.16,0.1,42,75,190,10,0,0,30,73,0.86,6.373283,"average"
2016,"Hornets","Jeremy Lamb","SG",62,5,66,4.26,1.88,0.44,0.37,8.83,55,10.77,0.23,50.2,77,180,4,0,0,24,75,1.58,6.916742,"average"
2016,"Hornets","Treveon Graham","SF",27,1,33,0.81,2,0.22,0.04,1.73,61.2,2.33,0.07,58.8,77,219,1,0,0,22,76,0.67,0.5772824,"below average"
2016,"Hornets","Marco Belinelli","SG",74,0,138,2.41,2.1,0.59,0.12,9.31,56.6,9.72,0.07,51.2,77,220,10,0,0,30,74,1.24,6.727354,"average"
2016,"Bucks","Matthew Dellavedova","PG",76,54,104,1.93,2.68,0.7,0,7.58,50.1,8.7,0,46.3,75,200,3,0,0,26,74,2.02,10.20522,"star"
2016,"Bucks","Jabari Parker","PF",51,50,127,6.16,1.53,0.98,0.43,17.84,56.3,19.39,0.2,53,80,245,2,0,0,21,81,2.18,5.708677,"average"
2016,"Bucks","John Henson","PF",58,39,0,5.09,1.1,0.5,1.34,6.14,55,10.62,0,51.5,81,219,4,0,0,25,74,2.71,13.29637,"star"
2016,"Bucks","Steve Novak","PF",8,0,13,0.38,0,0,0,0.88,35.7,0.38,0,35.7,82,225,10,0,0,33,75,0.13,1.041427,"below average"
2016,"Bucks","Michael Beasley","SF",56,6,32,3.45,0.8,0.48,0.48,8.08,58.4,9.73,0.09,55.4,81,235,8,0,0,27,75,1.68,1.490935,"below average"
2016,"Bucks","Gary Payton II","PG",6,0,17,2,1.3,0.5,0.67,4.03,41.3,4.33,0,38.6,75,190,0,0,0,23,69,1.5,0.0373007,"below average"
2016,"Bucks","Jason Terry","PG",74,0,99,1.43,2.72,0.62,0.27,3.46,60,5.38,0.05,58.2,74,185,18,0,0,39,69,1.3,1.041427,"below average"
2016,"Bucks","Greg Monroe","C",81,0,0,6.57,1.34,1.14,0.47,10.26,57.2,15.54,0.11,53.3,83,265,6,0,0,26,80,2.17,18.21255,"star"
2016,"Bucks","Rashad Vaughn","SG",41,2,63,1.2,1.64,0.46,0.24,3.86,44.9,3.1,0.12,44.9,78,210,2,0,0,20,70,0.78,1.923712,"below average"
2016,"Bucks","Giannis Antetokounmpo","PF",80,80,61,8.75,1.85,1.64,1.89,19.1,59.9,28.38,0.39,54.1,83,242,3,1,2,21,91,3.12,3.181778,"below average"
2016,"Bucks","Khris Middleton","SF",29,23,155,4.24,1.52,1.41,0.24,12.88,57,15.07,0,51.8,79,222,4,0,0,25,81,2.79,16.14565,"star"
2016,"Bucks","Thon Maker","C",57,34,49,2,1.35,0.18,0.46,3.55,55.8,4.68,0,53.6,84,221,0,0,0,19,75,1.47,2.728403,"below average"
2016,"Bucks","Tony Snell","SG",80,80,180,3.1,1.75,0.69,0.18,7.08,60.3,9.19,0.1,58.8,78,213,3,0,0,24,75,1.56,2.51567,"below average"
2016,"Bucks","Mirza Teletovic","PF",70,2,149,2.31,1.3,0.17,0.19,6.25,51.5,5.39,0.01,49.8,81,242,4,0,0,31,73,1.57,11.15325,"star"
2016,"Knicks","Maurice N'dour ","PF",32,4,3,2,0.67,0.47,0.25,3.05,50.3,3.97,0,45.9,81,200,0,0,0,24,75,0.97,0.5772824,"below average"
2016,"Knicks","Justin Holiday","SG",82,4,118,2.74,1.55,0.79,0.38,6.99,54.9,8.13,0.04,52.3,78,180,3,0,0,27,74,1.33,1.078886,"below average"
2016,"Suns","Marquese Chriss","PF",82,75,88,4.24,0.56,0.82,0.85,8.68,52.9,9.44,0.1,50.6,81,240,0,0,0,19,76,3.38,3.124438,"below average"
2016,"Suns","Jarell Eddie","SG",5,0,80,1.4,0,0.2,0,4.59,52.3,3.4,0,42.1,79,218,1,0,0,24,67,0.2,0.06126,"below average"
2016,"Pistons","Jon Leuer","PF",75,34,65,5.36,1.68,0.41,0.35,9.28,55.1,12.27,0,51.8,82,228,5,0,0,27,75,1.93,11.67581,"star"
2016,"76ers","Alex Poythress","PF",6,1,100,4.83,1.67,0.5,0.33,9.73,54.8,11.5,0,51.9,81,235,0,0,0,23,75,2.33,0.03735381,"below average"
2016,"Spurs","LaMarcus Aldridge","C",72,72,32,7.26,1.42,0.64,1.22,16.23,53.2,18.63,0.03,48.8,83,250,10,0,0,31,85,2.19,21.85506,"superstar"
2016,"Pelicans","Cheick Diallo","PF",17,0,0,4.29,0.57,0.24,0.41,5.01,51,7.18,0,47.4,80,219,1,0,0,20,70,1,0.5772824,"below average"
2016,"Pelicans","Reggie Williams","SF",6,0,83,1,0,0.5,0,4.35,51.8,4,0,45.7,78,205,4,0,0,30,75,0.33,0.9508907,"below average"
2016,"Clippers","Marreese Speights","PF",82,2,126,4.55,0.96,0.28,0.5,7.42,58.4,10.05,0.01,53.9,82,255,8,0,0,29,74,2.83,1.490935,"below average"
2016,"Clippers","Brandon Bass","PF",52,0,2,2.48,0.72,0.27,0.21,4.32,65,6.69,0,57.8,80,250,11,0,0,31,75,0.87,1.041427,"below average"
2016,"Clippers","JJ Redick","SG",78,78,258,2.19,1.12,0.69,0.17,12.55,59.9,11.63,0.03,55.8,75,200,10,0,0,32,79,1.64,7.836483,"average"
2016,"Clippers","Diamond Stone","C",7,0,0,0.86,0,0,0.14,2.11,33.9,0.71,0,23.1,83,255,1,0,0,19,70,0.85,0.5772824,"below average"
2016,"Clippers","Luc Mbah a Moute","PF",80,76,54,2.13,0.85,1.01,0.44,5.2,58.1,6.85,0,56.2,80,230,7,0,0,30,76,1.53,2.340057,"below average"
2016,"Clippers","Raymond Felton","PG",80,11,58,2.73,2.3,0.83,0.28,6.78,49.6,8.06,0.08,47.5,73,205,11,0,0,32,74,1.57,1.041427,"below average"
2016,"Knicks","Kyle O'Quinn","C",79,8,3,5.56,1.54,0.46,1.32,5.69,55.2,11.38,0,52.3,81,250,5,0,0,26,68,2.22,4.162551,"average"
2016,"Clippers","Jamal Crawford","SG",82,1,141,1.57,1.59,0.74,0.17,11.7,52.5,9.16,0.02,47.9,77,185,15,0,0,36,77,1.45,14.07753,"star"
