"year","name","full_name","primary_position","games_played","games_started","three_points_made","rebounds","assists_turnover_ratio","steals","blocks","true_shooting_att","true_shooting_pct","efficiency","points_off_turnovers","effective_fg_pct","height","weight","experience","All_Nba","All_Nba_team","age","Ratings_2k","total_fouls","Salary_pct","SalaryLabel"
2019,"Suns","Jevon Carter","PG",58,2,107,2.03,2.63,0.81,0.29,4.39,56.3,6.47,1,54.3,73,200,1,0,0,24,73,1.52,1.29819681143485,"below average"
2019,"Suns","Cheick Diallo","C",47,2,2,2.79,0.69,0.23,0.26,3.39,68.8,6.55,0.66,65.1,80,219,4,0,0,23,73,1.17,1.5382572842221,"below average"
2019,"Nuggets","Jamal Murray","PG",59,59,190,4,2.24,1.14,0.29,16.53,55.9,17.97,2.78,51.9,75,215,3,0,0,22,85,1.73,4.07251786695987,"average"
2019,"Suns","Devin Booker","SG",70,70,201,4.24,1.73,0.7,0.26,21.53,61.8,24.6,4.3,54.4,77,206,4,0,0,22,87,3.24,25,"superstar"
2019,"Trail Blazers","Damian Lillard","PG",66,66,409,4.3,2.73,1.06,0.33,23.89,62.7,28.89,3,56.3,74,195,7,1,2,29,94,1.84,27.306506322155,"superstar"
2019,"Nuggets","Nikola Jokic","C",73,73,110,9.74,2.27,1.16,0.6,16.49,60.5,27.68,2.07,56.5,83,284,4,1,2,24,90,3.08,25.2012369433755,"superstar"
2019,"Nuggets","Will Barton","SF",58,58,186,6.29,2.41,1.05,0.5,13.73,54.9,17.52,2.31,52.3,78,181,7,0,0,28,79,2.12,11.7067857797325,"star"
2019,"Trail Blazers","Carmelo Anthony","PF",58,58,150,6.34,0.85,0.84,0.47,14.7,52.5,14.71,1.53,48.5,79,238,16,0,0,35,78,3.07,1.2499578522998,"below average"
2019,"Trail Blazers","Hassan Whiteside","C",67,61,6,13.51,0.65,0.39,2.93,12.05,64.4,26.63,1.81,62.4,84,265,7,0,0,30,83,3.08,24.8240947407,"superstar"
2019,"Rockets","Chris Clemons","SG",33,0,112,0.91,1.42,0.27,0.18,4.45,54.8,3.88,1.18,53.2,69,180,0,0,0,22,73,0.82,0.516169140553418,"below average"
2019,"Nuggets","Vlatko Cancar","SF",14,0,7,0.71,1,0.07,0.07,1.2,50.7,1.43,0,43.3,80,236,0,0,0,22,70,0.5,0.823080447132124,"below average"
2019,"Nuggets","Mason Plumlee","C",61,1,0,5.2,1.88,0.54,0.62,5.84,61.3,11.7,1.21,61.5,83,254,6,0,0,29,77,2.36,12.8652153197728,"star"
2019,"Suns","Mikal Bridges","SF",73,32,96,4,1.77,1.4,0.63,7.37,62,12.42,1.99,58.3,78,209,1,0,0,23,77,2.24,3.81253435953821,"below average"
2018,"Thunder","Dennis Schroder","PG",79,14,157,3.59,1.88,0.82,0.15,15.24,50.8,13.27,2.24,47,75,172,5,0,0,25,78,2.53,15.2156200610588,"star"
2018,"Thunder","Paul George","SF",77,77,379,8.16,1.55,2.21,0.44,24.05,58.3,27.4,4.88,52.9,80,220,8,1,1,28,93,2.92,30,"superstar"
2018,"Celtics","Semi Ojeleye","PF",56,3,50,1.54,1.21,0.18,0.07,3.13,53.1,3.29,0.55,51.3,78,240,1,0,0,23,73,0.77,1.35295526607702,"below average"
2018,"Mavericks","Salah Mejri","C",36,4,31,3.64,1.67,0.28,0.72,3.5,55.9,7.03,0.42,54,86,235,3,0,0,32,75,1.59,0.503338601537269,"below average"
2018,"Thunder","Terrance Ferguson","SG",74,74,143,1.91,1.53,0.54,0.22,6.13,56.6,6.42,1.28,55.2,78,190,1,0,0,20,71,3.15,2.07996544581767,"below average"
2018,"Thunder","Jerami Grant","PF",80,77,144,5.21,1.18,0.76,1.25,11.5,59.2,15.03,2.39,56.7,80,210,4,0,0,24,77,2.69,8.49507406571185,"average"
2018,"Thunder","Steven Adams","C",80,80,0,9.5,0.92,1.46,0.95,11.72,59.1,19.7,1.49,59.5,83,265,5,0,0,25,82,2.57,23.7140867192178,"superstar"
2018,"Thunder","Abdel Nader","SF",61,1,52,1.9,0.77,0.33,0.2,3.78,52.2,4.1,0.8,49.8,77,225,1,0,0,25,70,1.11,1.35295526607702,"below average"
2018,"Thunder","Deonte Burton","SG",32,0,25,0.88,1,0.19,0.25,2.73,47,2.22,0.63,45.1,76,240,1,0,0,24,70,0.97,0.148805819238434,"below average"
2018,"Thunder","Russell Westbrook","PG",73,73,163,11.05,2.41,1.95,0.45,22.9,50.1,29.01,4.52,46.8,75,200,10,1,3,29,90,3.64,35,"superstar"
2018,"Hawks","DeAndre' Bembry","SG",82,15,61,4.37,1.42,1.28,0.5,8.24,50.8,10.5,1.65,48.7,77,210,2,0,0,24,73,2.34,1.60464910816833,"below average"
2018,"Mavericks","DeAndre Jordan Jr.","C",50,50,0,13.72,0.89,0.66,1.06,8.2,67.2,22.66,1.4,64.4,83,265,12,0,0,30,81,2.7,22.4771029459404,"superstar"
2018,"Kings","De'Aaron Fox","PG",81,81,106,3.75,2.6,1.64,0.56,15.87,54.4,18.93,4,49.7,75,185,1,0,0,20,86,2.58,5.3705445228676,"average"
2018,"Thunder","Patrick Patterson","PF",63,5,73,2.33,1.41,0.25,0.21,3.69,49.3,4.22,0.7,47.9,80,235,8,0,0,29,75,0.73,5.35157898870118,"average"
2018,"Warriors","Shaun Livingston","PG",64,0,0,1.83,3,0.48,0.42,3.63,55.5,6.2,0.55,51.9,79,192,13,0,0,33,75,1.2,8.15527000363212,"average"
2018,"Hawks","Isaac Humphries","PF",5,1,60,2.2,0,0.2,0,4.2,35.7,2.4,0,35.7,84,255,1,0,0,20,75,1.4,0.0465018798653172,"below average"
2018,"Warriors","Stephen Curry II","PG",69,69,513,5.35,1.88,1.33,0.36,21.25,64.1,26.14,3.84,60.4,75,185,11,1,1,30,95,2.44,36.7699241182303,"superstar"
2018,"Warriors","Quinn Cook","PG",74,10,109,2.12,2.32,0.27,0.04,6.09,56.5,6.95,0.85,55.7,73,180,1,0,0,25,74,1.25,1.5166056405776,"below average"
2018,"Mavericks","Devin Harris","PG",68,2,91,1.65,2.18,0.51,0.24,5.97,52.7,6.03,0.69,47,75,185,14,0,0,35,75,1.98,1.48484916903081,"below average"
2018,"Hawks","Trae Young","PG",81,81,193,3.72,2.12,0.89,0.19,17.76,53.9,18.27,2.43,48,73,180,0,0,0,20,85,1.84,5.25816489805535,"average"
2018,"Warriors","Andrew Bogut","C",11,5,0,5,1.38,0.27,0.73,3.39,52.3,8.18,0.18,50,84,260,12,0,0,33,75,2,0.302003553583524,"below average"
2018,"Thunder","Alex Abrines","SG",31,2,132,1.55,1.43,0.55,0.19,5.25,50.7,4.52,0.35,48.7,78,200,2,0,0,25,75,1.74,5.355148,"average"
2018,"Hawks","Vince Carter","SF",76,9,162,2.55,1.81,0.58,0.36,6.54,56.5,7.57,0.88,55,78,220,20,0,0,41,75,1.91,1.484849,"below average"
2018,"Thunder","Hamidou Diallo","SG",51,3,8,1.9,0.74,0.41,0.2,3.74,49.7,3.9,0.98,46.7,77,202,0,0,0,20,70,1.55,0.8230806,"below average"
2018,"Warriors","Draymond Green Sr.","PF",66,66,71,7.29,2.69,1.44,1.06,7,52.6,17.5,1,50.1,78,230,8,0,0,28,86,3.25,17.14905,"star"
2018,"Thunder","Nerlens Noel","C",77,2,0,4.22,0.94,0.86,1.25,4.04,60.8,9.39,0.77,58.7,83,220,4,0,0,24,77,2.19,1.725185,"below average"
2018,"Thunder","Raymond Felton","PG",33,0,61,1.03,3.71,0.3,0.18,4.26,50.5,4.52,0.79,48.1,73,205,13,0,0,34,75,0.91,1.484849,"below average"
2018,"Warriors","Kevin Durant","SF",78,78,176,6.37,2.03,0.74,1.08,20.59,63.1,27.92,3.62,57.1,82,240,10,1,2,30,96,2.2,29.44959,"superstar"
2018,"Mavericks","Dwight Powell","C",77,22,51,5.34,1.67,0.57,0.65,7.76,68.2,14.43,1.16,63.7,82,240,4,0,0,27,77,2.67,9.454545,"average"
2018,"Clippers","Montrezl Harrell","C",82,5,4,6.52,1.23,0.87,1.34,13.05,63.6,19.72,2.02,61.7,79,240,3,0,0,24,83,3.22,5.889917,"average"
2018,"Hawks","Alex Poythress","PF",21,1,43,3.62,1.31,0.19,0.48,4.46,57.1,7.1,0.57,54.9,81,235,2,0,0,25,75,2.24,1.516606,"below average"
2018,"Mavericks","Dorian Finney-Smith","PF",81,26,98,4.8,1.28,0.85,0.44,7.08,53,9.79,1.15,50.7,79,220,2,0,0,25,73,2.3,1.516606,"below average"
2018,"Mavericks","Trey Burke III","PG",25,1,104,1.48,3.25,0.48,0.08,8.46,57.4,9.16,1.2,53.2,72,185,7,0,0,25,75,1,1.762082,"below average"
2018,"Mavericks","Wesley Matthews Jr.","SG",44,44,227,2.32,1.72,0.75,0.27,11.76,55.6,10.59,1.61,52,76,220,11,0,0,31,76,2.41,0.5033386,"below average"
2018,"Mavericks","Jalen Brunson","PG",73,38,86,2.32,2.61,0.51,0.05,8.46,54.9,9.53,1.01,52.3,73,190,0,0,0,22,76,1.74,1.207433,"below average"
2018,"Mavericks","Dirk Nowitzki","PF",51,20,125,3.1,1.94,0.18,0.35,7.8,46.9,6.33,0.57,44.4,84,245,20,0,0,40,75,1.53,4.908265,"average"
2018,"Warriors","Klay Thompson","SG",78,78,309,3.83,1.62,1.08,0.6,18.87,57.1,18.01,2.83,55.3,78,215,6,0,0,28,89,2.05,18.64034,"star"
2018,"Mavericks","J.J. Barea","PG",38,0,100,2.5,2.93,0.58,0.03,11.03,49.5,11.18,1.34,46.8,70,180,13,0,0,34,75,1.4,3.642767,"below average"
2018,"Mavericks","Ryan Broekhoff","SG",42,0,90,1.5,1.38,0.14,0.1,3.2,62.1,4.12,0.48,60.3,78,205,1,0,0,28,72,0.83,0.8230806,"below average"
2018,"Mavericks","Luka Doncic","PG",72,72,233,7.82,1.74,1.07,0.35,19.44,54.5,21.58,2.99,49.7,79,230,0,0,0,19,87,1.97,6.440271,"average"
2018,"Kings","Bogdan Bogdanovic","SG",70,17,191,3.47,2.28,1.03,0.21,13.35,53,13.43,1.94,49.6,78,220,1,0,0,26,78,2.04,8.834876,"average"
2018,"Mavericks","Maxi Kleber","C",71,18,108,4.63,1.3,0.51,1.1,5.9,57.9,10.1,1.21,55.3,82,240,1,0,0,26,74,2.02,1.352955,"below average"
2018,"Hawks","Omari Spellman","PF",46,11,96,4.22,1.52,0.57,0.54,5.73,51.6,8.13,0.78,49.2,80,245,0,0,0,21,73,1.46,1.590749,"below average"
2018,"Clippers","Lou Williams","SG",75,1,140,2.96,2.22,0.76,0.15,18.02,55.4,17.27,2.07,47.1,73,175,13,0,0,31,75,1.11,7.853223,"average"
2018,"Kings","Marvin Bagley III","PF",62,4,48,7.6,0.63,0.53,0.95,13.25,56.2,16.44,2.35,52.5,83,235,0,0,0,19,83,1.96,7.171563,"average"
2018,"Hawks","Kevin Huerter","SG",75,59,181,3.27,1.96,0.87,0.33,9.09,53.3,10.27,1.79,52.2,79,190,0,0,0,20,76,2.07,2.209661,"below average"
2018,"Clippers","Danilo Gallinari","SF",68,68,237,6.13,1.8,0.72,0.34,15.63,63.3,20.59,2.87,55.4,82,233,9,0,0,30,83,1.95,21.19151,"superstar"
2018,"Clippers","Sindarius Thornwell","SG",64,1,5,0.69,0.9,0.22,0.11,1,48.5,1.31,0.25,37.8,76,215,1,0,0,23,75,0.64,1.352955,"below average"
2018,"Warriors","Damian Jones","C",24,22,0,3.13,1.75,0.5,1.04,3.76,72,9.17,0.54,71.6,83,245,2,0,0,23,75,2.63,1.516606,"below average"
2018,"Clippers","Patrick Beverley","PG",78,49,144,4.97,3.53,0.86,0.55,6.81,56.1,12.81,1.14,52.4,73,180,6,0,0,30,79,3.59,4.934797,"average"
2018,"Clippers","Jerome Robinson","SG",33,0,55,1.24,1.46,0.33,0.09,3.45,49.1,3.15,0.42,48.2,76,190,0,0,0,21,71,1.39,2.990311,"below average"
2018,"Clippers","Shai Gilgeous-Alexander","SG",82,73,62,2.83,1.91,1.17,0.55,9.78,55.4,11.91,1.6,51.2,78,180,0,0,0,20,79,2.13,3.313432,"below average"
2018,"Clippers","Tyrone Wallace Jr.","SG",62,0,6,1.63,1.17,0.34,0.11,3.9,45,3.24,0.87,43.3,77,198,1,0,0,24,69,1.34,1.324626,"below average"
2018,"Clippers","Marcin Gortat","C",47,43,0,5.55,1.3,0.13,0.51,4.41,56.2,9.34,0.6,53.2,83,240,11,0,0,34,75,2,13.31634,"star"
2018,"Clippers","Luc Mbah a Moute","PF",4,0,50,1.75,1,0.25,0.25,5.05,49.5,4,1.25,50,80,230,9,0,0,32,75,2,4.241231,"average"
2018,"Magic","Markelle Fultz","PG",19,15,21,3.68,2.36,0.89,0.26,9.01,45.2,9.21,0.89,43.2,75,209,1,0,0,20,74,2.74,8.186867,"average"
2018,"Pelicans","Dairis Bertans","PG",12,0,83,0.75,5,0.08,0,3.92,36.2,1.42,0,36.2,76,183,0,0,0,29,75,0.58,0.1906566,"below average"
2018,"Kings","Nemanja Bjelica","PF",77,70,134,5.77,1.79,0.7,0.73,8.23,58.5,13.36,1.13,56.6,82,234,3,0,0,30,77,2.61,6.380744,"average"
2018,"Pelicans","Julius Randle","PF",73,49,92,8.68,1.1,0.71,0.62,17.85,60,22.85,3.08,55.5,80,250,4,0,0,23,83,3.42,8.482463,"average"
2018,"Pelicans","E'Twaun Moore","SG",53,36,143,2.4,1.73,0.75,0.15,10.53,56.7,10.58,1.6,55.3,75,190,7,0,0,29,74,2.11,8.647071,"average"
2018,"Kings","Yogi Ferrell Jr.","PG",71,3,76,1.54,3.43,0.51,0.06,5.37,55,6.48,1,51.1,72,178,4,0,0,25,74,0.9,2.944959,"below average"
2018,"Kings","Kosta Koufos","C",42,1,0,4.21,1.33,0.36,0.43,3.89,47.7,6.69,0.43,47.7,84,245,10,0,0,29,75,1.62,8.579156,"average"
2018,"Kings","Buddy Hield","SG",82,82,339,5.02,1.4,0.71,0.4,17.62,58.7,18.27,3.65,56,76,220,2,0,0,25,84,2.48,3.77422,"below average"
2018,"Warriors","Jacob Evans III","SG",30,1,13,0.83,2.09,0.17,0.1,1.78,37.4,1.63,0.3,37.7,76,210,1,0,0,21,71,0.93,1.614073,"below average"
2018,"Clippers","Milos Teodosic","PG",15,0,67,1.07,1.52,0.2,0.07,2.87,55.7,3.53,0,55,77,196,1,0,0,31,75,1.8,6.184413,"average"
2018,"Pelicans","Elfrid Payton Jr.","PG",42,42,79,5.24,2.86,1.05,0.4,10.58,50.2,16.26,1.6,47.5,75,195,5,0,0,24,76,1.95,2.944959,"below average"
2018,"Hawks","John Collins III","PF",61,59,90,9.75,1.01,0.36,0.64,15.54,62.7,23.21,2.74,59.3,81,235,2,0,0,21,84,3.29,2.256899,"below average"
2018,"Hawks","Kent Bazemore Jr.","SG",67,35,143,3.9,1.26,1.33,0.63,11.46,50.7,11.06,2.57,47.2,76,195,8,0,0,29,75,2.72,17.75799,"star"
2018,"Hawks","Miles Plumlee","C",18,0,0,2.17,1.7,0.33,0.22,3.4,65.4,5.89,0.44,66.7,83,249,7,0,0,30,70,0.84,12.27066,"star"
2018,"Hawks","Taurean Prince","SF",55,47,224,3.62,1.18,0.96,0.35,11.73,57.5,12.33,1.85,54.5,79,218,2,0,0,24,77,2.69,2.48048,"below average"
2018,"Hawks","Daniel Hamilton","SG",19,3,42,2.47,1.38,0.32,0.05,3.3,45.5,4.05,0.21,45,79,195,1,0,0,23,75,1,1.324626,"below average"
2018,"Hawks","Deyonta Davis","PF",9,0,0,4,1.67,0.33,0.56,2.93,68.2,7.89,0.67,68.2,81,237,3,0,0,21,71,1.33,0.02490159,"below average"
2018,"Kings","Frank Mason III","PG",38,0,37,1.13,2.33,0.42,0.11,5.11,50.2,5,0.71,46.2,71,190,1,0,0,24,71,0.89,1.352955,"below average"
2018,"Hawks","Justin Anderson","SG",48,4,50,1.75,1,0.46,0.27,3.59,51.6,4.06,0.73,48.4,78,230,4,0,0,24,75,1.02,2.469886,"below average"
2018,"76ers","Landry Shamet","SG",79,27,211.16,1.69,2.52,0.47,0.13,7.57,60.44,8.1,1.42,58.15,76,190,0,0,0,21,76,1.96,1.672392,"below average"
2018,"Magic","Michael Carter-Williams","SG",28,1,35.86,2.5,3.3,0.71,0.54,5.23,46.06,6.82,0.47,42.24,77,190,5,0,0,26,72,1.75,0.05872248,"below average"
2018,"Pelicans","Ian Clark","SG",60,6,110,1.48,1.62,0.37,0.13,6.65,50.2,5.33,0.53,48,75,175,5,0,0,27,75,1.58,1.484849,"below average"
2018,"Pelicans","Darius Miller","SF",69,15,193,1.86,2.47,0.58,0.33,7.47,55,7.75,1.06,52.8,78,225,3,0,0,28,72,2.39,2.164545,"below average"
2018,"Pelicans","Anthony Davis Jr.","PF",56,56,86,12,1.95,1.57,2.41,21.72,59.7,33.36,4.39,54,82,253,7,0,0,25,94,2.38,24.96762,"superstar"
2018,"Pelicans","Solomon Hill","SF",44,15,73,3.02,1.77,0.52,0.23,4.37,49.7,5.95,0.57,47.2,78,226,5,0,0,27,70,1.84,12.02812,"star"
2018,"Pelicans","Jahlil Okafor","C",59,24,2,4.71,0.77,0.25,0.68,6.8,60.3,10.59,0.9,58.7,82,270,3,0,0,22,76,1.65,1.538944,"below average"
2018,"Pelicans","Kenrich Williams","PF",46,29,113,4.76,2.31,0.98,0.41,6.25,48.5,9.37,0.87,47.7,78,210,0,0,0,23,72,2.09,0.8230806,"below average"
2018,"Hawks","Jaylen Adams","PG",34,1,74,1.76,2.32,0.41,0.15,3.35,47.4,4.41,0.62,45.9,72,225,0,0,0,22,75,1.32,0.26506,"below average"
2018,"Pelicans","Frank Jackson","PG",61,16,87,2.2,1.44,0.41,0.03,7.85,51.7,6.64,1.25,49.3,75,205,0,0,0,20,71,1.53,1.352955,"below average"
2018,"Pelicans","Cheick Diallo","C",64,1,2,5.19,0.67,0.45,0.52,4.7,64.4,10.08,0.78,62.2,80,219,3,0,0,22,74,1.79,1.516606,"below average"
2018,"Pelicans","Jrue Holiday","SG",67,67,176,4.99,2.47,1.63,0.81,19.08,55.5,23.13,2.91,52.3,75,205,9,0,0,28,86,2.24,25.49952,"superstar"
2018,"Warriors","Andre Iguodala","SG",68,13,71,3.71,4.15,0.9,0.75,4.87,58.7,10.85,1.19,57.9,78,215,14,0,0,34,78,1.43,15.70645,"star"
2018,"Cavaliers","Patrick McCaw","SG",29,1,31.21,1.65,1.8,0.8,0.07,2.4,53.89,4.14,0.24,49.41,79,181,2,0,0,22,72,1.31,0.7633971,"below average"
2018,"Hawks","Alex Len","C",77,31,96,5.51,0.89,0.35,0.9,9.65,57.5,12.45,1.38,55.1,84,250,5,0,0,25,77,2.64,4.27019,"average"
2018,"76ers","Mike Scott","PF",79,3,127.68,3.5,1.51,0.33,0.16,5.5,52.65,6.74,0.59,51.85,79,237,6,0,0,30,75,2.04,4.241231,"average"
2018,"76ers","Jimmy Butler III","SF",65,65,103.15,5.26,2.77,1.89,0.6,16.37,57.05,20.74,2.59,49.88,79,230,9,0,0,29,88,1.78,20.07066,"superstar"
2018,"Rockets","Carmelo Anthony","PF",10,2,210,5.4,0.63,0.4,0.7,13.07,51.3,11.7,0.9,49.2,79,238,15,0,0,34,75,3.3,1.484849,"below average"
2018,"Raptors","Marc Gasol","C",79,72,124.9,7.93,2.32,1.06,1.09,12.42,54.89,19.25,1.89,50.82,83,255,10,0,0,33,82,2.76,23.67651,"superstar"
2018,"Raptors","Jeremy Lin","PG",74,4,74.19,2.42,1.87,0.64,0.18,8.56,55.36,9.68,1.66,48.79,75,200,8,0,0,30,75,1.96,0.478172,"below average"
2018,"Raptors","Delon Wright","SG",75,13,66.55,3.54,3.14,1.18,0.4,8.32,52.42,11.48,1.53,48.05,77,185,3,0,0,26,76,1.37,2.490353,"below average"
2018,"Pacers","Wesley Matthews","SG",25,24,200.28,2.72,1.83,0.84,0.2,10.09,52.6,9.36,1.04,48.1,76,220,9,0,0,31,76,2.4,0.5033386,"below average"
2018,"76ers","Jerryd Bayless","PG",34,6,85,1.82,3.72,0.53,0.06,7.13,43.1,6.41,0.88,42,75,200,10,0,0,30,75,1.68,8.418573,"average"
2018,"76ers","Boban Marjanovic","C",58,12,6.83,4.57,0.92,0.28,0.46,5.47,66.49,10.21,1.17,62.03,88,290,3,0,0,30,75,1.59,6.87157,"average"
2018,"76ers","Wilson Chandler","PF",51,33,115.94,4.22,1.73,0.49,0.41,5.57,53.22,8.55,0.77,52.04,80,235,11,0,0,31,75,2.41,12.56571,"star"
2018,"76ers","Justin Patton","C",3,0,0,2,0,0.67,0,2.63,31.7,3.33,0,28.6,83,241,1,0,0,21,75,1.67,2.618657,"below average"
2018,"76ers","Tobias Harris","SF",82,82,190.5,7.86,1.54,0.62,0.45,16.94,59.08,21.6,2.12,54.88,80,226,7,0,0,26,85,2.3,14.52846,"star"
2018,"76ers","Greg Monroe","C",43,2,2.3,4,0.95,0.32,0.19,5.13,50.96,6.79,0.65,48.14,83,265,8,0,0,28,75,1.54,0.05872248,"below average"
2018,"76ers","James Ennis III","SF",58,27,94.79,3.14,1.2,0.71,0.4,5.68,58.72,7.98,1.62,55.94,78,215,4,0,0,28,73,2.63,1.591667,"below average"
2018,"76ers","Corey Brewer","SF",31,3,45.39,2.45,2.33,1.03,0.23,4.58,54.44,6.58,0.84,49.93,81,186,12,0,0,32,75,2.1,1.963306,"below average"
2018,"Raptors","Jonas Valanciunas","C",49,27,28.45,8.55,0.76,0.39,1.08,12.64,62.16,19.57,1.84,57.79,83,265,6,0,0,26,81,3.12,16.23588,"star"
2018,"Raptors","Jodie Meeks","SG",8,0,100,1.5,4,0.13,0.13,4.93,64.7,6.63,1.13,64.1,76,210,9,0,0,31,75,0.63,3.39112,"below average"
2018,"Lakers","Svi Mykhailiuk","SG",42,0,68.86,0.86,1.82,0.33,0.03,3.54,44.56,2.33,0.43,43.16,79,205,0,0,0,21,75,0.59,1.460399,"below average"
2018,"Lakers","Mike Muscala","PF",64,10,139.42,3.82,1.8,0.34,0.59,6.23,56.48,8.59,1.13,52.62,82,240,5,0,0,27,73,2.03,4.908265,"average"
2018,"Lakers","Reggie Bullock","SG",63,60,234.87,2.75,1.96,0.64,0.19,10.02,56.18,10.14,1.38,53.63,78,205,5,0,0,27,74,1.73,2.454132,"below average"
2018,"Lakers","Tyson Chandler","C",55,6,0,5.58,0.89,0.39,0.42,2.5,62.94,8.1,0.49,61.64,84,235,17,0,0,36,73,2.09,1.308681,"below average"
2018,"Lakers","Ivica Zubac","C",59,37,0,6.14,0.88,0.23,0.86,7.36,60.7,12.76,1.2,56.15,84,240,2,0,0,21,77,2.32,1.516606,"below average"
2018,"Nets","Kenneth Faried","PF",37,13,21.51,6.76,0.56,0.46,0.62,8.34,62.2,13.97,1.97,60.43,80,220,7,0,0,28,75,2.24,0.6711178,"below average"
2018,"76ers","Robert Covington","SF",35,35,242.94,5.51,1.04,2.11,1.34,11.46,57.93,15.74,2.8,54.91,79,209,5,0,0,27,80,3.66,10.27211,"star"
2018,"Cavaliers","Alec Burks","SG",64,24,95.09,3.67,1.99,0.61,0.33,8.38,52.05,9.56,1.05,46.7,78,214,7,0,0,27,73,1.42,11.32485,"star"
2018,"Cavaliers","Brandon Knight","SG",39,26,105,1.51,2.27,0.54,0.05,7.05,46.33,5.66,1.05,43.31,74,182,6,0,0,26,72,1.62,14.36281,"star"
2018,"Cavaliers","Kyle Korver","SG",70,0,196.89,2.31,1.4,0.36,0.18,7.36,58.75,7.52,1.03,56.48,79,212,16,0,0,37,75,1.52,7.421296,"average"
2018,"76ers","Dario Saric","PF",81,41,146.05,5.65,1.34,0.55,0.11,9.41,56.57,12.21,1.42,52.44,82,225,2,0,0,24,77,2.27,2.48048,"below average"
2018,"Rockets","Iman Shumpert","SG",62,41,153.1,2.95,2.18,0.95,0.39,7.52,49.33,8.15,1.6,47.77,77,212,6,0,0,28,75,2.1,10.80921,"star"
2018,"Raptors","Eric Moreland","C",5,0,20,4,0.64,0.2,0.2,1.4,40,4.8,0.4,40,82,238,3,0,0,26,75,1.8,0.01677841,"below average"
2018,"Warriors","Jordan Bell","PF",68,3,0,2.71,1.81,0.29,0.75,3.09,53.1,5.93,0.34,51.6,80,216,1,0,0,23,74,1.21,1.352955,"below average"
2018,"Grizzlies","JaMychal Green","PF",65,6,109.62,6.29,0.58,0.69,0.52,8.01,58.74,12.23,1.5,55.87,80,227,4,0,0,28,78,3.05,7.526006,"average"
2018,"Warriors","Jonas Jerebko","PF",73,6,95,3.95,2.23,0.37,0.25,5.35,58.8,8.73,1.11,55.6,82,231,8,0,0,31,75,1.91,1.484849,"below average"
2018,"Cavaliers","George Hill","PG",60,13,79.63,2.46,2.89,0.87,0.13,6.89,54.92,8.82,1.5,51.08,76,188,10,0,0,32,75,1.7,18.65141,"star"
2018,"Heat","Rodney McGruder","SG",66,45,120,3.61,1.75,0.55,0.18,7.46,51,8.21,0.92,48.9,76,205,2,0,0,27,72,1.74,1.516606,"below average"
2018,"Wizards","Wesley Johnson","SF",38,13,65.74,1.9,1.28,0.37,0.32,3.59,47.12,3.74,0.37,44.88,79,215,8,0,0,31,75,1.66,6.021969,"average"
2018,"Warriors","Alfonzo McKinnie","SF",72,5,58,3.43,1.03,0.25,0.21,4.11,56.9,6.33,0.6,56.4,79,215,1,0,0,26,72,1.86,1.324626,"below average"
2018,"Rockets","Austin Rivers","SG",76,15,136.88,2.13,2.72,0.62,0.3,8.08,50.3,7.42,1.82,49.56,76,200,6,0,0,26,76,2.75,0.9060097,"below average"
2018,"Cavaliers","Andrew Harrison","PG",17,0,29.29,1.18,2.24,0.24,0.12,3.58,42.73,3.18,0.76,35.05,78,213,2,0,0,23,75,2,1.516606,"below average"
2018,"Cavaliers","Wade Baldwin IV","SG",16,0,13,0.94,0.86,0.06,0.13,2.37,39.6,1.25,0,33.3,76,200,2,0,0,22,75,0.69,1.516606,"below average"
2018,"Cavaliers","Marquese Chriss","PF",43,2,37.4,3.3,0.61,0.4,0.26,4.65,44.06,4.93,0.88,39.89,81,240,2,0,0,21,75,1.93,3.147336,"below average"
2018,"Bucks","Thon Maker","C",64,5,76.27,3.16,1.61,0.33,0.8,4.76,53.15,6.59,0.86,50.17,84,221,2,0,0,21,72,1.65,2.748353,"below average"
2018,"Cavaliers","Cameron Payne","PG",40,13,62.8,1.8,2.36,0.7,0.22,6.02,51.54,7.13,0.98,48.39,73,183,3,0,0,24,72,1.6,3.203422,"below average"
2018,"Cavaliers","Nik Stauskas","SG",68,0,103.29,1.87,1.61,0.31,0.1,5.38,54.46,5.51,0.56,50.52,78,205,5,0,0,25,75,0.73,0.4949494,"below average"
2018,"Cavaliers","Sam Dekker","SF",47,5,40.64,3.15,1.92,0.81,0.15,5.88,51.97,7.4,1.57,50.6,81,219,4,0,0,24,75,1,2.709455,"below average"
2018,"Cavaliers","John Henson","PF",14,0,79,5.07,1.17,0.5,0.79,5.1,55.3,9.29,0.57,54.5,81,219,6,0,0,27,75,1.14,11.11964,"star"
2018,"Cavaliers","Rodney Hood","SG",72,49,116.38,2.18,2.27,0.82,0.17,10.27,54.46,9.82,1.46,49.93,80,208,4,0,0,25,76,2.04,3.40917,"below average"
2018,"Bucks","Tim Frazier","PG",59,19,62.29,2.84,3.27,0.51,0.09,4.82,54.61,8.93,0.59,51.67,73,170,4,0,0,27,72,1.9,0.1929468,"below average"
2018,"Bucks","Pau Gasol","C",30,6,20.4,4.56,3.31,0.17,0.5,3.72,51.87,8.23,0.37,46.96,85,250,17,0,0,38,75,0.97,0.3271702,"below average"
2018,"Pacers","Myles Turner","C",74,74,103,7.18,1.15,0.81,2.69,11.74,56.7,18.05,2.2,53.6,83,250,3,0,0,22,82,2.66,3.347715,"below average"
